blackbox_,learner_,rules_,coverage_,time_without_min,time_without_max,time_without_median,time_without_std,time_with_min,time_with_max,time_with_median,time_with_std,specificity_without_min,specificity_without_max,specificity_without_median,specificity_without_std,precision_without_min,precision_without_max,precision_without_median,precision_without_std,recall_without_min,recall_without_max,recall_without_median,recall_without_std,and_without_min,and_without_max,and_without_median,and_without_std,or_without_min,or_without_max,or_without_median,or_without_std,predicates_without_min,predicates_without_max,predicates_without_median,predicates_without_std,specificity_with_min,specificity_with_max,specificity_with_median,specificity_with_std,precision_with_min,precision_with_max,precision_with_median,precision_with_std,recall_with_min,recall_with_max,recall_with_median,recall_with_std,and_with_min,and_with_max,and_with_median,and_with_std,or_with_min,or_with_max,or_with_median,or_with_std,predicates_with_min,predicates_with_max,predicates_with_median,predicates_with_std,time_influential_min,time_influential_max,time_influential_median,time_influential_std,fscore_without_min,fscore_without_max,fscore_without_median,fscore_without_std,fscore_with_min,fscore_with_max,fscore_with_median,fscore_with_std
ruby,5,islearn,0.6,733.542,961.307,877.248,82.816,-1.0,-1.0,-1.0,0.0,0.913,0.936,0.934,0.01,0.296,0.367,0.349,0.029,0.602,0.633,0.608,0.013,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.171,1.467,1.227,0.123,0.331,0.398,0.382,0.027,-1.0,-1.0,-1.0,0.0
ruby,5,islearn,0.7,643.779,825.627,807.782,75.882,-1.0,-1.0,-1.0,0.0,0.854,0.896,0.865,0.016,0.235,0.304,0.244,0.028,0.727,0.821,0.747,0.036,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.133,1.505,1.475,0.165,0.272,0.345,0.282,0.03,-1.0,-1.0,-1.0,0.0
ruby,5,islearn,0.8,622.443,802.476,773.438,73.642,-1.0,-1.0,-1.0,0.0,0.852,0.881,0.856,0.012,0.238,0.293,0.254,0.021,0.801,0.821,0.81,0.009,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.213,1.494,1.365,0.128,0.277,0.336,0.294,0.023,-1.0,-1.0,-1.0,0.0
ruby,5,tree,0.3,1.42,1.516,1.476,0.037,1.42,1.516,1.476,0.037,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.177,1.449,1.276,0.109,0.359,0.399,0.382,0.018,0.359,0.399,0.382,0.018
ruby,5,tree,0.4,1.305,1.544,1.456,0.097,1.305,1.544,1.456,0.097,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.17,1.507,1.232,0.135,0.359,0.399,0.382,0.018,0.359,0.399,0.382,0.018
ruby,5,tree,0.5,1.346,1.458,1.38,0.042,1.346,1.458,1.38,0.042,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,1.154,1.491,1.27,0.131,0.359,0.399,0.382,0.018,0.359,0.399,0.382,0.018
ruby,5,tree,0.6,1.319,1.567,1.494,0.092,1.328,1.567,1.494,0.088,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.919,0.935,0.933,0.007,0.333,0.366,0.349,0.015,0.602,0.706,0.625,0.042,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,1.139,1.499,1.294,0.134,0.359,0.399,0.382,0.018,0.366,0.399,0.382,0.014
ruby,5,tree,0.7,1.286,1.429,1.419,0.066,1.294,1.44,1.43,0.067,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.824,0.92,0.916,0.042,0.246,0.363,0.337,0.047,0.706,0.982,0.749,0.112,2,2,2.0,0.0,1,1,1.0,0.0,4,4,4.0,0.0,1.173,1.318,1.228,0.057,0.359,0.399,0.382,0.018,0.289,0.404,0.379,0.046
ruby,5,tree,0.8,1.301,1.432,1.408,0.056,1.34,1.517,1.426,0.067,0.931,0.935,0.933,0.002,0.328,0.366,0.349,0.018,0.576,0.625,0.608,0.02,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.824,0.887,0.877,0.025,0.246,0.312,0.298,0.027,0.896,0.982,0.915,0.037,2,6,4.0,1.414,1,5,3.0,1.414,4,12,8.0,2.828,1.183,1.523,1.263,0.134,0.359,0.399,0.382,0.018,0.289,0.359,0.344,0.029
ruby,6,bayesian,0.6,199.524,236.045,220.093,13.802,401.137,914.13,427.891,216.483,0.936,0.993,0.985,0.024,0.099,0.263,0.205,0.062,0.043,0.152,0.061,0.047,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.0,0.929,0.814,0.487,0.054,0.358,0.238,0.141,0.636,1.0,0.994,0.196,2,4,2.0,0.894,1,4,1.0,1.304,4,9,4.0,2.168,1.112,1.217,1.161,0.045,0.103,0.192,0.131,0.033,0.067,0.392,0.281,0.153
ruby,6,induction,0.6,69.386,76.217,75.418,3.289,460.428,1026.103,686.426,208.63,0.917,0.99,0.949,0.03,0.182,0.276,0.197,0.038,0.06,0.336,0.226,0.109,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.752,0.934,0.911,0.081,0.136,0.218,0.183,0.036,0.305,0.625,0.385,0.145,0,0,0.0,0.0,2,5,3.0,1.342,3,6,4.0,1.342,1.136,1.555,1.245,0.193,0.16,0.213,0.198,0.021,0.161,0.231,0.202,0.031
ruby,6,islearn,0.6,985.238,1259.046,1244.604,116.554,-1.0,-1.0,-1.0,0.0,0.885,0.936,0.934,0.022,0.236,0.367,0.35,0.056,0.602,0.633,0.61,0.012,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,1.209,1.585,1.276,0.172,0.269,0.398,0.382,0.055,-1.0,-1.0,-1.0,0.0
ruby,6,tree,0.6,1.369,1.574,1.46,0.074,1.369,1.574,1.47,0.074,0.931,0.94,0.934,0.003,0.328,0.366,0.35,0.015,0.566,0.625,0.608,0.028,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.901,0.935,0.933,0.015,0.326,0.366,0.349,0.017,0.608,0.835,0.625,0.095,1,2,1.0,0.548,0,1,0.0,0.548,2,4,2.0,1.095,1.193,1.395,1.264,0.074,0.359,0.399,0.382,0.016,0.371,0.399,0.382,0.013
spam,0,bayesian,0.3,179.656,249.601,215.485,30.065,179.656,249.602,215.485,30.066,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.373,0.427,0.418,0.022
spam,0,bayesian,0.4,181.778,251.976,215.699,27.961,181.778,251.977,215.7,27.962,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.373,0.427,0.418,0.022
spam,0,bayesian,0.5,186.214,248.275,211.705,26.22,186.214,441.075,244.598,101.378,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.004,0.117,0.038,0.047,0.365,0.374,0.368,0.004,0.905,0.999,0.959,0.039,0,1,1.0,0.447,0,1,0.0,0.447,1,3,2.0,0.707,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.417,0.427,0.421,0.004
spam,0,bayesian,0.6,182.898,252.432,226.588,28.732,182.898,468.703,246.647,113.886,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.004,0.117,0.038,0.047,0.365,0.374,0.368,0.004,0.905,0.999,0.959,0.039,0,1,1.0,0.447,0,1,0.0,0.447,1,3,2.0,0.707,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.417,0.427,0.421,0.004
spam,0,bayesian,0.7,185.27,243.594,218.004,24.528,185.27,455.281,241.086,108.509,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.004,0.117,0.038,0.047,0.365,0.374,0.368,0.004,0.905,0.999,0.959,0.039,0,1,1.0,0.447,0,1,0.0,0.447,1,3,2.0,0.707,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.417,0.427,0.421,0.004
spam,0,bayesian,0.8,181.463,249.864,223.49,27.717,181.463,458.513,243.415,109.902,0.005,0.516,0.067,0.209,0.356,0.374,0.368,0.007,0.462,0.998,0.949,0.222,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.004,0.117,0.038,0.047,0.365,0.374,0.368,0.004,0.905,0.999,0.959,0.039,0,1,1.0,0.447,0,1,0.0,0.447,1,3,2.0,0.707,-1.0,-1.0,-1.0,0.0,0.373,0.427,0.418,0.022,0.417,0.427,0.421,0.004
spam,0,induction,0.3,347.267,423.757,402.994,30.326,570.098,872.211,623.523,142.316,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,induction,0.4,345.762,426.653,398.295,31.109,557.056,854.498,639.428,137.415,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,induction,0.5,351.154,429.153,416.823,32.226,542.885,849.67,694.965,143.765,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,induction,0.6,361.7,444.431,409.419,29.449,537.411,850.697,640.523,145.361,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,induction,0.7,361.152,446.629,414.621,31.803,552.446,856.807,631.573,141.702,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,induction,0.8,354.882,426.268,419.189,31.258,539.523,831.908,620.37,145.139,0.214,0.415,0.411,0.089,0.373,0.389,0.379,0.006,0.619,0.822,0.624,0.089,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.209,0.415,0.411,0.091,0.373,0.389,0.379,0.006,0.619,0.833,0.624,0.094,0,1,0.0,0.447,0,1,0.0,0.447,1,3,1.0,0.894,-1.0,-1.0,-1.0,0.0,0.405,0.425,0.411,0.008,0.405,0.427,0.411,0.009
spam,0,tree,0.3,2.902,3.338,3.116,0.161,2.902,3.338,3.116,0.161,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.374,0.417,0.395,0.016
spam,0,tree,0.4,2.556,3.394,2.769,0.346,2.556,3.394,2.769,0.346,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.374,0.417,0.395,0.016
spam,0,tree,0.5,2.814,3.104,3.009,0.115,2.814,3.104,3.009,0.115,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.374,0.417,0.395,0.016
spam,0,tree,0.6,2.576,3.347,2.973,0.29,2.576,3.347,3.075,0.311,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.272,0.122,0.089,0.349,0.369,0.363,0.008,0.722,0.946,0.829,0.083,1,2,1.0,0.548,0,1,0.0,0.548,2,4,2.0,1.095,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.395,0.418,0.403,0.01
spam,0,tree,0.7,2.596,2.886,2.825,0.12,2.596,2.96,2.836,0.136,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.272,0.122,0.089,0.349,0.369,0.363,0.008,0.722,0.946,0.829,0.083,1,2,1.0,0.548,0,1,0.0,0.548,2,4,2.0,1.095,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.395,0.418,0.403,0.01
spam,0,tree,0.8,2.914,3.444,2.977,0.221,2.915,3.62,3.042,0.282,0.024,0.427,0.153,0.165,0.342,0.366,0.358,0.009,0.547,0.946,0.815,0.168,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.153,0.122,0.052,0.349,0.37,0.366,0.009,0.815,0.946,0.873,0.052,1,3,1.0,0.894,0,2,0.0,0.894,2,6,2.0,1.789,-1.0,-1.0,-1.0,0.0,0.374,0.417,0.395,0.016,0.395,0.418,0.417,0.011
spam,2,bayesian,0.6,181.341,248.843,185.784,28.441,181.342,248.843,185.785,28.44,0.001,0.049,0.003,0.021,0.362,0.374,0.367,0.004,0.959,0.999,0.999,0.018,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.001,0.049,0.003,0.021,0.362,0.374,0.367,0.004,0.959,0.999,0.999,0.018,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,11.091,12.145,11.563,0.387,0.415,0.427,0.42,0.004,0.415,0.427,0.42,0.004
spam,2,induction,0.6,13.656,29.579,17.622,6.08,15.828,41.15,30.211,9.839,0.411,0.621,0.61,0.09,0.376,0.401,0.383,0.01,0.41,0.62,0.42,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.411,0.621,0.61,0.09,0.376,0.401,0.383,0.01,0.41,0.62,0.42,0.09,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,11.531,13.583,11.749,0.847,0.383,0.417,0.39,0.015,0.383,0.417,0.39,0.015
spam,2,islearn,0.6,308.84,351.702,323.221,18.132,-1.0,-1.0,-1.0,0.0,0.35,0.428,0.405,0.03,0.368,0.383,0.371,0.007,0.601,0.659,0.613,0.022,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,11.969,13.233,12.256,0.492,0.4,0.414,0.407,0.006,-1.0,-1.0,-1.0,0.0
spam,2,tree,0.6,12.234,13.519,12.969,0.542,12.234,13.519,12.969,0.539,0.035,0.701,0.138,0.276,0.352,0.389,0.36,0.015,0.325,0.94,0.819,0.254,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.035,0.147,0.097,0.05,0.352,0.366,0.358,0.006,0.802,0.94,0.86,0.065,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,11.395,14.714,12.488,1.319,0.374,0.417,0.398,0.017,0.396,0.417,0.405,0.009
spam,3,bayesian,0.6,195.162,246.197,200.142,24.45,195.162,246.198,200.142,24.45,0.003,0.04,0.006,0.017,0.362,0.376,0.367,0.005,0.968,0.998,0.996,0.013,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.003,0.04,0.006,0.017,0.362,0.376,0.367,0.005,0.968,0.998,0.996,0.013,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,11.099,12.147,11.547,0.386,0.415,0.429,0.42,0.005,0.415,0.429,0.42,0.005
spam,3,induction,0.6,27.406,34.361,32.04,2.935,48.184,96.516,65.166,20.427,0.409,0.621,0.608,0.111,0.373,0.401,0.383,0.011,0.41,0.62,0.435,0.108,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.379,0.611,0.578,0.11,0.373,0.405,0.383,0.012,0.42,0.662,0.492,0.108,0,1,1.0,0.548,0,1,1.0,0.548,1,3,3.0,1.095,11.699,13.258,12.362,0.556,0.383,0.417,0.405,0.014,0.39,0.424,0.405,0.015
spam,3,islearn,0.6,548.041,576.373,572.505,14.572,-1.0,-1.0,-1.0,0.0,0.383,0.426,0.394,0.019,0.362,0.383,0.366,0.01,0.6,0.615,0.601,0.007,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,11.331,12.769,11.956,0.575,0.393,0.414,0.398,0.009,-1.0,-1.0,-1.0,0.0
spam,3,tree,0.6,11.928,13.14,12.698,0.445,11.939,13.14,12.698,0.441,0.035,0.701,0.138,0.274,0.352,0.389,0.355,0.016,0.325,0.937,0.819,0.248,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.035,0.147,0.119,0.048,0.352,0.366,0.355,0.006,0.802,0.937,0.835,0.058,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,11.287,13.785,11.95,0.942,0.374,0.417,0.398,0.016,0.396,0.417,0.402,0.008
spam,4,bayesian,0.6,164.81,282.466,196.807,43.793,164.81,282.466,196.807,43.792,0.002,0.028,0.004,0.011,0.362,0.376,0.368,0.005,0.982,0.999,0.998,0.007,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,0.002,0.028,0.004,0.011,0.362,0.376,0.368,0.005,0.982,0.999,0.998,0.007,0,1,1.0,0.548,0,0,0.0,0.0,1,2,2.0,0.548,11.098,12.138,11.546,0.383,0.415,0.429,0.421,0.005,0.415,0.429,0.421,0.005
spam,4,induction,0.6,33.366,40.913,36.26,2.762,66.754,178.735,124.616,43.532,0.409,0.621,0.412,0.112,0.373,0.401,0.379,0.011,0.412,0.62,0.617,0.107,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.379,0.586,0.397,0.108,0.373,0.405,0.383,0.012,0.443,0.662,0.638,0.102,1,1,1.0,0.0,1,1,1.0,0.0,3,3,3.0,0.0,11.36,13.06,12.677,0.701,0.385,0.417,0.407,0.012,0.394,0.424,0.412,0.012
spam,4,islearn,0.6,829.277,899.507,888.494,28.918,-1.0,-1.0,-1.0,0.0,0.398,0.426,0.399,0.013,0.367,0.377,0.37,0.004,0.6,0.605,0.602,0.002,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,11.771,13.577,12.404,0.71,0.398,0.407,0.401,0.004,-1.0,-1.0,-1.0,0.0
spam,4,tree,0.6,11.824,13.307,12.817,0.541,11.836,13.307,12.817,0.536,0.024,0.701,0.138,0.276,0.352,0.389,0.355,0.016,0.325,0.946,0.819,0.25,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.024,0.147,0.109,0.052,0.352,0.366,0.355,0.006,0.802,0.946,0.843,0.06,1,2,1.0,0.447,0,1,0.0,0.447,2,4,2.0,0.894,11.469,12.969,11.918,0.558,0.374,0.417,0.398,0.016,0.396,0.417,0.403,0.008
spam,5,bayesian,0.3,174.117,228.136,201.9,19.634,174.117,228.137,201.901,19.634,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.087,12.149,11.548,0.391,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,bayesian,0.4,172.561,221.893,206.379,19.137,172.561,221.893,206.38,19.137,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.358,12.145,11.547,0.312,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,bayesian,0.5,183.198,232.994,199.587,18.663,183.198,232.995,199.588,18.663,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.083,12.152,11.547,0.392,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,bayesian,0.6,179.349,225.389,202.935,17.723,179.349,225.39,202.936,17.724,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.096,12.163,11.542,0.394,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,bayesian,0.7,181.16,223.466,191.972,16.775,181.16,223.466,191.973,16.775,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.093,12.157,11.542,0.385,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,bayesian,0.8,172.596,224.647,197.502,19.451,172.596,224.647,197.503,19.451,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,0.002,0.115,0.039,0.045,0.364,0.373,0.366,0.004,0.902,0.999,0.952,0.039,0,1,0.0,0.548,0,0,0.0,0.0,1,2,1.0,0.548,11.093,12.144,11.55,0.384,0.415,0.426,0.418,0.005,0.415,0.426,0.418,0.005
spam,5,induction,0.3,41.716,51.096,43.944,3.936,86.729,253.286,122.74,67.543,0.409,0.621,0.412,0.112,0.373,0.401,0.381,0.011,0.415,0.62,0.617,0.106,0,0,0.0,0.0,0,0,0.0,0.0,1,1,1.0,0.0,0.379,0.601,0.397,0.112,0.374,0.407,0.386,0.013,0.447,0.662,0.637,0.104,1,1,1.0,0.0,1,1,1.0,0.0,3,3,3.0,0.0,11.497,14.071,12.061,1.061,0.387,0.417,0.407,0.011,0.397,0.424,0.412,0.01
