blackbox_,learner_,rules_,coverage_,time_without_min,time_without_max,time_without_median,time_without_std,time_with_min,time_with_max,time_with_median,time_with_std,specificity_without_min,specificity_without_max,specificity_without_median,specificity_without_std,precision_without_min,precision_without_max,precision_without_median,precision_without_std,recall_without_min,recall_without_max,recall_without_median,recall_without_std,and_without_min,and_without_max,and_without_median,and_without_std,or_without_min,or_without_max,or_without_median,or_without_std,predicates_without_min,predicates_without_max,predicates_without_median,predicates_without_std,specificity_with_min,specificity_with_max,specificity_with_median,specificity_with_std,precision_with_min,precision_with_max,precision_with_median,precision_with_std,recall_with_min,recall_with_max,recall_with_median,recall_with_std,and_with_min,and_with_max,and_with_median,and_with_std,or_with_min,or_with_max,or_with_median,or_with_std,predicates_with_min,predicates_with_max,predicates_with_median,predicates_with_std,time_influential_min,time_influential_max,time_influential_median,time_influential_std,fscore_without_min,fscore_without_max,fscore_without_median,fscore_without_std,fscore_with_min,fscore_with_max,fscore_with_median,fscore_with_std
heartWT,0,islearn,0.4,31.576,34.552,33.444,1.282,-1.0,-1.0,-1.0,0.0,0.821,0.923,0.9,0.044,0.455,0.688,0.571,0.102,0.4,0.44,0.417,0.019,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.451,0.618,0.526,0.07,-1.0,-1.0,-1.0,0.0
heartWT,0,islearn,0.5,27.967,30.164,29.934,0.925,-1.0,-1.0,-1.0,0.0,0.738,0.857,0.791,0.057,0.414,0.667,0.462,0.101,0.5,0.6,0.52,0.041,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.429,0.652,0.473,0.089,-1.0,-1.0,-1.0,0.0
heartWT,0,islearn,0.6,26.033,30.504,27.308,2.006,-1.0,-1.0,-1.0,0.0,0.627,0.85,0.723,0.094,0.359,0.667,0.448,0.121,0.6,0.65,0.609,0.021,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.391,0.652,0.478,0.102,-1.0,-1.0,-1.0,0.0
heartWT,0,islearn,0.7,23.765,28.148,24.852,1.71,-1.0,-1.0,-1.0,0.0,0.448,0.757,0.55,0.114,0.315,0.452,0.4,0.06,0.7,0.739,0.72,0.016,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.356,0.487,0.439,0.058,-1.0,-1.0,-1.0,0.0
heartWT,0,islearn,0.8,22.323,26.268,22.748,1.657,-1.0,-1.0,-1.0,0.0,0.348,0.523,0.433,0.071,0.317,0.424,0.345,0.044,0.8,0.87,0.833,0.026,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.362,0.47,0.392,0.044,-1.0,-1.0,-1.0,0.0
heartWT,0,tree,0.3,0.009,0.013,0.012,0.002,0.009,0.018,0.018,0.005,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.955,0.908,0.082,0.455,0.75,0.684,0.117,0.391,0.767,0.542,0.161,1,2,1.0,0.548,0,1,1.0,0.548,2,4,3.0,1.0,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.494,0.728,0.643,0.085
heartWT,0,tree,0.4,0.01,0.014,0.012,0.002,0.01,0.029,0.018,0.008,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.909,0.85,0.071,0.455,0.719,0.684,0.11,0.52,0.767,0.739,0.122,1,2,2.0,0.548,0,2,1.0,0.837,2,5,4.0,1.342,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.494,0.728,0.643,0.086
heartWT,0,tree,0.5,0.011,0.014,0.014,0.001,0.011,0.031,0.019,0.008,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.909,0.85,0.071,0.455,0.719,0.684,0.11,0.52,0.767,0.739,0.122,1,2,2.0,0.548,0,2,1.0,0.837,2,5,4.0,1.342,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.494,0.728,0.643,0.086
heartWT,0,tree,0.6,0.01,0.015,0.013,0.002,0.01,0.032,0.02,0.009,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.909,0.85,0.071,0.455,0.719,0.714,0.119,0.6,0.767,0.739,0.078,1,2,2.0,0.447,0,2,1.0,0.837,2,5,4.0,1.225,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.494,0.728,0.688,0.095
heartWT,0,tree,0.7,0.01,0.014,0.011,0.002,0.01,0.041,0.025,0.012,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.909,0.85,0.067,0.455,0.739,0.719,0.124,0.708,0.767,0.739,0.023,1,3,2.0,0.837,0,3,2.0,1.14,2,7,5.0,1.924,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.494,0.733,0.72,0.106
heartWT,0,tree,0.8,0.01,0.015,0.012,0.002,0.017,0.053,0.034,0.014,0.743,1.0,1.0,0.112,0.455,1.0,1.0,0.249,0.13,0.75,0.267,0.263,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.743,0.862,0.848,0.049,0.471,0.727,0.677,0.104,0.8,0.875,0.826,0.031,2,4,3.0,1.0,1,4,3.0,1.304,4,9,7.0,2.28,-1.0,-1.0,-1.0,0.0,0.428,0.646,0.501,0.097,0.513,0.741,0.709,0.094
heartWT,2,bayesian,0.6,208.836,271.909,227.555,27.966,414.89,776.048,497.384,150.065,0.8,0.985,0.894,0.078,0.44,0.889,0.6,0.193,0.174,0.55,0.292,0.157,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.788,0.836,0.8,0.018,0.462,0.6,0.536,0.051,0.6,0.625,0.6,0.011,2,3,2.0,0.548,1,2,1.0,0.548,4,6,4.0,1.095,0.205,0.208,0.205,0.001,0.438,0.606,0.465,0.076,0.484,0.6,0.548,0.043
heartWT,2,induction,0.6,1.921,3.188,2.309,0.504,5.424,9.141,7.707,1.413,0.731,0.983,0.923,0.103,0.4,0.889,0.667,0.205,0.267,0.522,0.4,0.094,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.262,0.757,0.545,0.2,0.333,0.472,0.448,0.071,0.625,0.96,0.696,0.141,0,2,0.0,0.894,1,1,1.0,0.0,2,4,2.0,0.894,0.207,0.333,0.224,0.054,0.42,0.662,0.588,0.109,0.367,0.517,0.478,0.069
heartWT,2,islearn,0.6,2.912,3.796,3.738,0.428,-1.0,-1.0,-1.0,0.0,0.379,0.831,0.65,0.18,0.268,0.577,0.429,0.122,0.6,0.625,0.6,0.011,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.208,0.333,0.222,0.064,0.303,0.581,0.455,0.11,-1.0,-1.0,-1.0,0.0
heartWT,2,tree,0.6,0.221,0.24,0.23,0.007,0.233,0.244,0.236,0.005,0.831,1.0,1.0,0.083,0.55,1.0,1.0,0.239,0.13,0.6,0.267,0.211,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.871,0.831,0.167,0.439,0.577,0.571,0.059,0.6,0.833,0.609,0.101,1,3,1.0,0.894,0,3,1.0,1.095,2,7,3.0,1.924,0.206,0.25,0.226,0.019,0.428,0.646,0.568,0.079,0.485,0.586,0.577,0.042
heartWT,3,bayesian,0.6,213.042,258.425,234.683,18.476,401.656,704.449,446.058,123.225,0.814,1.0,0.877,0.069,0.435,1.0,0.6,0.211,0.087,0.5,0.467,0.173,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.682,0.85,0.754,0.064,0.455,0.679,0.462,0.095,0.6,0.75,0.652,0.062,2,3,2.0,0.447,1,2,1.0,0.447,4,6,4.0,0.894,0.203,0.207,0.206,0.002,0.323,0.593,0.5,0.108,0.484,0.669,0.5,0.079
heartWT,3,induction,0.6,3.311,5.624,4.224,0.849,11.34,22.004,13.819,5.187,0.923,1.0,0.957,0.029,0.571,1.0,0.75,0.171,0.174,0.45,0.267,0.12,0,2,1.0,0.707,0,0,0.0,0.0,1,3,2.0,0.707,0.262,0.8,0.667,0.214,0.333,0.625,0.45,0.105,0.65,0.96,0.75,0.133,0,2,1.0,0.707,1,3,2.0,0.837,3,5,4.0,0.837,0.28,0.351,0.336,0.027,0.392,0.662,0.588,0.102,0.383,0.633,0.489,0.091
heartWT,3,islearn,0.6,4.628,5.948,5.3,0.507,-1.0,-1.0,-1.0,0.0,0.552,0.831,0.65,0.115,0.318,0.577,0.444,0.096,0.6,0.625,0.6,0.011,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.206,0.238,0.213,0.013,0.352,0.581,0.468,0.085,-1.0,-1.0,-1.0,0.0
heartWT,3,tree,0.6,0.232,0.236,0.235,0.002,0.232,0.259,0.239,0.011,0.831,1.0,1.0,0.083,0.55,1.0,1.0,0.239,0.13,0.6,0.267,0.211,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.871,0.831,0.165,0.439,0.593,0.577,0.077,0.6,0.833,0.652,0.089,1,3,2.0,0.837,0,3,1.0,1.14,2,7,4.0,1.789,0.206,0.282,0.217,0.032,0.428,0.646,0.568,0.079,0.484,0.606,0.581,0.062
heartWT,4,bayesian,0.6,220.275,247.157,227.076,10.369,456.706,944.423,467.694,210.259,0.776,0.923,0.85,0.053,0.421,0.667,0.5,0.1,0.375,0.565,0.4,0.076,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.738,0.848,0.75,0.047,0.481,0.63,0.5,0.06,0.6,0.739,0.68,0.054,2,4,2.0,0.894,1,3,1.0,0.894,4,8,4.0,1.789,0.204,0.205,0.204,0.001,0.417,0.588,0.481,0.068,0.507,0.644,0.535,0.053
heartWT,4,induction,0.6,4.125,8.727,7.105,1.705,17.248,45.993,19.909,11.825,0.955,1.0,0.985,0.022,0.571,1.0,0.857,0.182,0.174,0.45,0.208,0.112,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.554,0.867,0.667,0.118,0.408,0.704,0.45,0.12,0.633,0.87,0.75,0.1,0,2,1.0,1.0,1,3,2.0,0.707,3,6,4.0,1.225,0.211,0.355,0.229,0.07,0.392,0.662,0.566,0.098,0.452,0.689,0.489,0.097
heartWT,4,islearn,0.6,7.158,8.206,7.812,0.446,-1.0,-1.0,-1.0,0.0,0.612,0.831,0.667,0.094,0.35,0.577,0.429,0.091,0.6,0.667,0.609,0.028,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.209,0.279,0.213,0.033,0.383,0.581,0.455,0.081,-1.0,-1.0,-1.0,0.0
heartWT,4,tree,0.6,0.236,0.25,0.243,0.005,0.24,0.26,0.255,0.008,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.731,0.173,0.439,0.714,0.523,0.112,0.625,0.92,0.7,0.126,1,2,2.0,0.447,1,2,1.0,0.548,4,5,4.0,0.447,0.208,0.253,0.244,0.02,0.428,0.646,0.55,0.085,0.484,0.694,0.572,0.088
heartWT,5,bayesian,0.3,214.204,244.666,227.77,12.536,216.048,447.936,244.666,116.812,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.923,0.848,0.235,0.409,0.667,0.524,0.098,0.4,0.9,0.478,0.199,1,2,1.0,0.548,0,1,0.0,0.548,2,4,2.0,1.095,0.205,0.208,0.205,0.001,0.375,0.588,0.459,0.079,0.459,0.588,0.509,0.051
heartWT,5,bayesian,0.4,213.658,249.139,228.281,14.275,215.286,442.397,249.139,116.124,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.923,0.848,0.235,0.409,0.667,0.524,0.098,0.4,0.9,0.478,0.199,1,2,1.0,0.548,0,1,0.0,0.548,2,4,2.0,1.095,0.204,0.208,0.206,0.002,0.375,0.588,0.459,0.079,0.459,0.588,0.509,0.051
heartWT,5,bayesian,0.5,217.015,252.21,224.087,13.549,217.016,659.248,462.733,211.816,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.892,0.829,0.221,0.409,0.65,0.478,0.093,0.52,0.9,0.55,0.181,1,3,2.0,1.0,0,2,1.0,1.0,2,6,4.0,2.0,0.203,0.206,0.205,0.001,0.375,0.588,0.459,0.079,0.459,0.619,0.519,0.062
heartWT,5,bayesian,0.6,216.798,255.916,222.116,16.108,255.916,836.25,658.416,225.32,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.877,0.829,0.216,0.409,0.667,0.5,0.099,0.6,0.9,0.64,0.136,1,4,3.0,1.14,0,3,2.0,1.14,2,8,6.0,2.28,0.205,0.208,0.207,0.001,0.375,0.588,0.459,0.079,0.459,0.661,0.519,0.077
heartWT,5,bayesian,0.7,219.171,255.977,224.053,15.098,255.977,1244.229,944.796,373.828,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.833,0.8,0.205,0.409,0.633,0.517,0.096,0.75,0.9,0.76,0.066,1,6,4.0,1.817,0,5,3.0,1.817,2,12,8.0,3.633,0.205,0.208,0.206,0.001,0.375,0.588,0.459,0.079,0.459,0.655,0.551,0.083
heartWT,5,bayesian,0.8,215.222,247.781,220.689,13.251,247.781,1499.345,1183.08,497.325,0.35,1.0,0.923,0.27,0.409,1.0,0.667,0.234,0.125,0.9,0.4,0.324,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.35,0.831,0.742,0.192,0.409,0.645,0.516,0.087,0.8,0.9,0.826,0.041,1,7,5.0,2.28,0,6,4.0,2.28,2,14,10.0,4.561,0.205,0.207,0.206,0.001,0.375,0.588,0.459,0.079,0.459,0.671,0.555,0.079
heartWT,5,induction,0.3,6.033,11.276,9.545,2.298,19.564,39.398,27.532,7.287,0.862,1.0,0.957,0.056,0.571,1.0,0.75,0.215,0.174,0.48,0.208,0.149,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.833,0.986,0.866,0.069,0.526,0.9,0.591,0.169,0.333,0.625,0.45,0.108,0,5,1.0,2.074,1,2,1.0,0.548,2,7,4.0,2.049,0.251,0.335,0.278,0.039,0.392,0.662,0.556,0.097,0.505,0.75,0.586,0.091
heartWT,5,induction,0.4,5.552,11.736,9.311,2.652,20.708,47.561,24.965,10.975,0.862,1.0,0.957,0.056,0.571,1.0,0.75,0.215,0.174,0.48,0.208,0.149,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.833,0.986,0.866,0.062,0.526,0.9,0.591,0.158,0.435,0.625,0.467,0.077,0,5,1.0,2.074,1,2,1.0,0.548,2,7,4.0,2.049,0.215,0.269,0.267,0.023,0.392,0.662,0.556,0.097,0.505,0.75,0.586,0.097
heartWT,5,induction,0.5,6.348,11.841,10.429,2.631,22.593,50.797,26.901,11.628,0.955,1.0,0.985,0.022,0.571,1.0,0.857,0.182,0.174,0.45,0.208,0.112,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.657,0.957,0.862,0.118,0.465,0.786,0.591,0.139,0.467,0.87,0.55,0.158,0,5,1.0,2.074,1,2,2.0,0.548,2,7,4.0,1.871,0.22,0.352,0.271,0.055,0.392,0.662,0.566,0.098,0.513,0.724,0.586,0.086
heartWT,5,induction,0.6,6.061,11.151,9.99,2.18,23.274,66.359,33.91,16.978,0.955,1.0,0.985,0.022,0.571,1.0,0.857,0.182,0.174,0.45,0.208,0.112,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.471,0.867,0.657,0.172,0.302,0.704,0.465,0.155,0.625,0.87,0.8,0.11,0,2,1.0,1.0,1,3,2.0,0.707,3,6,4.0,1.225,0.21,0.35,0.267,0.057,0.392,0.662,0.566,0.098,0.345,0.689,0.513,0.131
heartWT,5,induction,0.7,5.956,11.191,10.584,2.282,25.652,68.6,41.946,17.529,0.955,1.0,0.985,0.022,0.571,1.0,0.857,0.182,0.174,0.45,0.208,0.112,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.471,0.933,0.657,0.182,0.302,0.789,0.465,0.183,0.5,0.87,0.8,0.143,0,5,2.0,2.049,2,3,2.0,0.548,3,8,6.0,2.168,0.213,0.333,0.214,0.058,0.392,0.662,0.566,0.098,0.345,0.707,0.513,0.136
heartWT,5,induction,0.8,5.6,10.943,10.288,2.456,28.392,84.532,41.707,22.4,0.955,1.0,0.985,0.022,0.571,1.0,0.857,0.182,0.174,0.45,0.208,0.112,0,2,1.0,0.837,0,0,0.0,0.0,1,3,2.0,0.837,0.45,0.667,0.554,0.101,0.302,0.465,0.45,0.069,0.792,0.9,0.8,0.049,0,5,1.0,2.074,2,4,2.0,0.894,3,8,5.0,2.28,0.208,0.34,0.332,0.069,0.392,0.662,0.566,0.098,0.345,0.513,0.5,0.07
heartWT,5,islearn,0.3,12.764,14.287,13.776,0.556,-1.0,-1.0,-1.0,0.0,0.909,0.954,0.943,0.022,0.538,0.75,0.6,0.101,0.3,0.36,0.304,0.027,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.213,0.335,0.285,0.052,0.466,0.616,0.5,0.062,-1.0,-1.0,-1.0,0.0
heartWT,5,islearn,0.4,12.49,13.449,13.13,0.384,-1.0,-1.0,-1.0,0.0,0.806,0.923,0.883,0.048,0.435,0.667,0.571,0.095,0.4,0.435,0.4,0.016,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.216,0.359,0.336,0.064,0.435,0.588,0.526,0.062,-1.0,-1.0,-1.0,0.0
heartWT,5,islearn,0.5,10.812,12.977,11.583,0.874,-1.0,-1.0,-1.0,0.0,0.742,0.877,0.833,0.059,0.414,0.619,0.526,0.091,0.5,0.522,0.5,0.012,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.206,0.272,0.249,0.032,0.429,0.596,0.521,0.073,-1.0,-1.0,-1.0,0.0
heartWT,5,islearn,0.6,10.537,11.985,11.063,0.581,-1.0,-1.0,-1.0,0.0,0.612,0.831,0.717,0.094,0.35,0.577,0.444,0.093,0.6,0.625,0.6,0.011,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.207,0.252,0.239,0.02,0.383,0.581,0.468,0.081,-1.0,-1.0,-1.0,0.0
heartWT,5,islearn,0.7,8.982,10.96,10.156,0.727,-1.0,-1.0,-1.0,0.0,0.394,0.633,0.554,0.104,0.298,0.488,0.341,0.076,0.7,0.739,0.708,0.016,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.21,0.336,0.258,0.055,0.337,0.519,0.38,0.072,-1.0,-1.0,-1.0,0.0
heartWT,5,islearn,0.8,8.615,9.886,9.116,0.455,-1.0,-1.0,-1.0,0.0,0.303,0.517,0.388,0.089,0.267,0.463,0.339,0.077,0.8,0.913,0.833,0.042,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,-1,-1,-1.0,0.0,0.208,0.331,0.244,0.059,0.308,0.508,0.388,0.078,-1.0,-1.0,-1.0,0.0
heartWT,5,tree,0.3,0.227,0.258,0.238,0.012,0.227,0.258,0.243,0.012,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.862,0.181,0.419,0.684,0.55,0.112,0.542,0.833,0.56,0.125,1,2,1.0,0.548,0,1,1.0,0.548,2,4,3.0,1.0,0.207,0.263,0.217,0.026,0.428,0.646,0.55,0.085,0.442,0.65,0.55,0.084
heartWT,5,tree,0.4,0.229,0.235,0.231,0.002,0.229,0.24,0.236,0.005,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.862,0.181,0.419,0.684,0.55,0.112,0.542,0.833,0.56,0.125,1,2,1.0,0.548,0,1,1.0,0.548,2,4,3.0,1.0,0.209,0.23,0.225,0.009,0.428,0.646,0.55,0.085,0.442,0.65,0.55,0.084
heartWT,5,tree,0.5,0.217,0.247,0.231,0.013,0.217,0.252,0.236,0.015,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.862,0.181,0.419,0.684,0.55,0.112,0.542,0.833,0.56,0.125,1,2,1.0,0.548,0,1,1.0,0.548,2,4,3.0,1.0,0.208,0.25,0.209,0.019,0.428,0.646,0.55,0.085,0.442,0.65,0.55,0.084
heartWT,5,tree,0.6,0.221,0.245,0.228,0.01,0.226,0.249,0.241,0.009,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.731,0.173,0.439,0.714,0.523,0.112,0.625,0.92,0.7,0.126,1,2,2.0,0.447,1,2,1.0,0.548,4,5,4.0,0.447,0.21,0.258,0.226,0.02,0.428,0.646,0.55,0.085,0.484,0.694,0.572,0.088
heartWT,5,tree,0.7,0.229,0.244,0.234,0.006,0.233,0.269,0.239,0.016,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.909,0.701,0.174,0.439,0.739,0.523,0.116,0.7,0.92,0.826,0.093,2,3,2.0,0.447,1,3,1.0,1.095,4,7,4.0,1.414,0.225,0.251,0.232,0.01,0.428,0.646,0.55,0.085,0.485,0.733,0.572,0.094
heartWT,5,tree,0.8,0.232,0.25,0.243,0.007,0.237,0.285,0.268,0.02,0.862,1.0,1.0,0.073,0.55,1.0,1.0,0.231,0.13,0.56,0.267,0.207,0,1,1.0,0.447,0,0,0.0,0.0,1,2,2.0,0.447,0.467,0.848,0.701,0.156,0.439,0.677,0.523,0.098,0.826,0.92,0.875,0.041,2,4,2.0,0.894,1,4,3.0,1.342,4,9,6.0,2.121,0.208,0.229,0.214,0.009,0.428,0.646,0.55,0.085,0.485,0.709,0.572,0.092
heartWT,6,bayesian,0.6,195.066,247.846,233.38,22.511,421.363,714.941,692.623,152.989,0.773,0.97,0.862,0.074,0.375,0.609,0.529,0.099,0.13,0.56,0.375,0.18,1,1,1.0,0.0,0,0,0.0,0.0,2,2,2.0,0.0,0.621,0.851,0.815,0.094,0.375,0.655,0.583,0.109,0.6,0.68,0.625,0.031,2,3,3.0,0.548,1,2,2.0,0.548,4,6,6.0,1.095,0.204,0.207,0.205,0.001,0.348,0.599,0.459,0.099,0.408,0.65,0.588,0.096
heartWT,6,induction,0.6,7.792,16.489,13.65,3.551,28.737,104.013,50.839,28.261,0.862,1.0,0.986,0.058,0.571,1.0,0.9,0.221,0.174,0.48,0.208,0.149,0,3,1.0,1.225,0,0,0.0,0.0,1,4,2.0,1.225,0.471,0.933,0.657,0.192,0.302,0.818,0.465,0.197,0.6,0.87,0.8,0.119,0,4,1.0,1.817,1,3,2.0,0.707,3,8,4.0,2.074,0.21,0.334,0.331,0.055,0.392,0.75,0.556,0.127,0.345,0.763,0.513,0.157
