run,blackbox,model,learner,rules,coverage,seed,model_number,specificity_without,precision_without,recall_without,time_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,time_with,and_with,or_with,predicates_with,time_influential
5,heartWT,rfc,0,islearn,0.7,45678901,4,0.448,0.315,0.739,22.999,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.7,56789012,5,0.53,0.354,0.708,26.067,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.8,12345678,1,0.433,0.424,0.833,24.042,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.8,23456789,2,0.523,0.392,0.8,22.077,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.8,34567890,3,0.514,0.333,0.85,21.21,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.8,45678901,4,0.433,0.345,0.87,21.97,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,islearn,0.8,56789012,5,0.348,0.317,0.833,22.168,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,-1.0
5,heartWT,rfc,0,tree,0.3,12345678,1,1.0,1.0,0.267,0.013,1,0,2,0.85,0.719,0.767,0.019,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.3,23456789,2,0.908,0.684,0.52,0.011,1,0,2,0.908,0.684,0.52,0.011,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.3,34567890,3,0.743,0.455,0.75,0.008,1,0,2,0.743,0.455,0.75,0.008,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.3,45678901,4,1.0,1.0,0.13,0.012,0,0,1,0.955,0.75,0.391,0.018,1,1,3,-1.0
5,heartWT,rfc,0,tree,0.3,56789012,5,1.0,1.0,0.167,0.014,1,0,2,0.909,0.684,0.542,0.02,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.4,12345678,1,1.0,1.0,0.267,0.013,1,0,2,0.85,0.719,0.767,0.02,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.4,23456789,2,0.908,0.684,0.52,0.008,1,0,2,0.908,0.684,0.52,0.008,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.4,34567890,3,0.743,0.455,0.75,0.011,1,0,2,0.743,0.455,0.75,0.011,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.4,45678901,4,1.0,1.0,0.13,0.011,0,0,1,0.806,0.567,0.739,0.028,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.4,56789012,5,1.0,1.0,0.167,0.011,1,0,2,0.909,0.684,0.542,0.015,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.5,12345678,1,1.0,1.0,0.267,0.014,1,0,2,0.85,0.719,0.767,0.018,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.5,23456789,2,0.908,0.684,0.52,0.017,1,0,2,0.908,0.684,0.52,0.017,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.5,34567890,3,0.743,0.455,0.75,0.012,1,0,2,0.743,0.455,0.75,0.012,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.5,45678901,4,1.0,1.0,0.13,0.014,0,0,1,0.806,0.567,0.739,0.032,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.5,56789012,5,1.0,1.0,0.167,0.014,1,0,2,0.909,0.684,0.542,0.021,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.6,12345678,1,1.0,1.0,0.267,0.015,1,0,2,0.85,0.719,0.767,0.021,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.6,23456789,2,0.908,0.684,0.52,0.014,1,0,2,0.908,0.714,0.6,0.018,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.6,34567890,3,0.743,0.455,0.75,0.008,1,0,2,0.743,0.455,0.75,0.008,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.6,45678901,4,1.0,1.0,0.13,0.024,0,0,1,0.806,0.567,0.739,0.04,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.6,56789012,5,1.0,1.0,0.167,0.013,1,0,2,0.909,0.714,0.625,0.028,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.7,12345678,1,1.0,1.0,0.267,0.011,1,0,2,0.85,0.719,0.767,0.015,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.7,23456789,2,0.908,0.684,0.52,0.013,1,0,2,0.892,0.72,0.72,0.032,3,2,6,-1.0
5,heartWT,rfc,0,tree,0.7,34567890,3,0.743,0.455,0.75,0.008,1,0,2,0.743,0.455,0.75,0.008,1,0,2,-1.0
5,heartWT,rfc,0,tree,0.7,45678901,4,1.0,1.0,0.13,0.01,0,0,1,0.806,0.567,0.739,0.024,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.7,56789012,5,1.0,1.0,0.167,0.015,1,0,2,0.909,0.739,0.708,0.047,3,3,7,-1.0
5,heartWT,rfc,0,tree,0.8,12345678,1,1.0,1.0,0.267,0.015,1,0,2,0.85,0.727,0.8,0.03,2,2,5,-1.0
5,heartWT,rfc,0,tree,0.8,23456789,2,0.908,0.684,0.52,0.011,1,0,2,0.862,0.7,0.84,0.05,4,4,9,-1.0
5,heartWT,rfc,0,tree,0.8,34567890,3,0.743,0.455,0.75,0.013,1,0,2,0.743,0.471,0.8,0.018,2,1,4,-1.0
5,heartWT,rfc,0,tree,0.8,45678901,4,1.0,1.0,0.13,0.01,0,0,1,0.806,0.594,0.826,0.032,3,3,7,-1.0
5,heartWT,rfc,0,tree,0.8,56789012,5,1.0,1.0,0.167,0.013,1,0,2,0.848,0.677,0.875,0.05,4,4,9,-1.0
5,heartWT,rfc,2,bayesian,0.6,12345678,1,0.983,0.889,0.267,203.559,1,0,2,0.8,0.6,0.6,446.426,2,1,4,0.206
5,heartWT,rfc,2,bayesian,0.6,23456789,2,0.877,0.6,0.48,283.15,1,0,2,0.8,0.536,0.6,518.521,2,1,4,0.206
5,heartWT,rfc,2,bayesian,0.6,34567890,3,0.8,0.44,0.55,210.71,1,0,2,0.8,0.462,0.6,409.082,2,1,4,0.204
5,heartWT,rfc,2,bayesian,0.6,45678901,4,0.985,0.8,0.174,213.468,1,0,2,0.836,0.56,0.609,649.106,3,2,6,0.205
5,heartWT,rfc,2,bayesian,0.6,56789012,5,0.894,0.5,0.292,265.224,1,0,2,0.788,0.517,0.625,763.831,3,2,6,0.207
5,heartWT,rfc,2,induction,0.6,12345678,1,0.983,0.889,0.267,2.724,1,0,2,0.467,0.472,0.833,9.639,0,1,2,0.335
5,heartWT,rfc,2,induction,0.6,23456789,2,0.923,0.667,0.4,2.563,1,0,2,0.262,0.338,0.96,8.088,1,1,3,0.318
5,heartWT,rfc,2,induction,0.6,34567890,3,0.957,0.75,0.45,2.74,2,0,3,0.757,0.448,0.65,6.957,2,1,4,0.209
5,heartWT,rfc,2,induction,0.6,45678901,4,0.731,0.4,0.522,1.962,0,0,1,0.716,0.471,0.696,4.825,0,1,2,0.21
5,heartWT,rfc,2,induction,0.6,56789012,5,0.833,0.45,0.375,1.907,0,0,1,0.545,0.333,0.625,7.641,0,1,2,0.212
5,heartWT,rfc,2,islearn,0.6,12345678,1,0.65,0.462,0.6,2.811,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.211
5,heartWT,rfc,2,islearn,0.6,23456789,2,0.831,0.577,0.6,3.271,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.3
5,heartWT,rfc,2,islearn,0.6,34567890,3,0.771,0.429,0.6,3.32,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.263
5,heartWT,rfc,2,islearn,0.6,45678901,4,0.552,0.318,0.609,2.854,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.28
5,heartWT,rfc,2,islearn,0.6,56789012,5,0.379,0.268,0.625,3.313,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.354
5,heartWT,rfc,2,tree,0.6,12345678,1,1.0,1.0,0.267,0.218,1,0,2,0.467,0.439,0.833,0.222,2,1,4,0.208
5,heartWT,rfc,2,tree,0.6,23456789,2,0.831,0.577,0.6,0.226,1,0,2,0.831,0.577,0.6,0.226,1,0,2,0.22
5,heartWT,rfc,2,tree,0.6,34567890,3,0.871,0.55,0.55,0.227,1,0,2,0.871,0.571,0.6,0.231,1,1,3,0.219
5,heartWT,rfc,2,tree,0.6,45678901,4,1.0,1.0,0.13,0.269,0,0,1,0.821,0.538,0.609,0.274,1,1,3,0.261
5,heartWT,rfc,2,tree,0.6,56789012,5,1.0,1.0,0.208,0.213,1,0,2,0.833,0.577,0.625,0.236,3,3,7,0.206
5,heartWT,rfc,3,bayesian,0.6,12345678,1,0.867,0.636,0.467,220.626,1,0,2,0.85,0.679,0.633,665.628,3,2,6,0.204
5,heartWT,rfc,3,bayesian,0.6,23456789,2,0.877,0.6,0.48,204.949,1,0,2,0.754,0.529,0.72,409.499,2,1,4,0.204
5,heartWT,rfc,3,bayesian,0.6,34567890,3,0.814,0.435,0.5,204.843,1,0,2,0.8,0.462,0.6,385.502,2,1,4,0.206
5,heartWT,rfc,3,bayesian,0.6,45678901,4,1.0,1.0,0.087,244.574,1,0,2,0.731,0.455,0.652,490.038,2,1,4,0.205
5,heartWT,rfc,3,bayesian,0.6,56789012,5,0.909,0.571,0.333,230.51,1,0,2,0.682,0.462,0.75,435.381,2,1,4,0.206
5,heartWT,rfc,3,induction,0.6,12345678,1,0.983,0.889,0.267,5.724,1,0,2,0.8,0.625,0.667,22.424,1,3,5,0.306
5,heartWT,rfc,3,induction,0.6,23456789,2,0.923,0.667,0.4,3.209,1,0,2,0.262,0.333,0.96,11.494,1,1,3,0.211
5,heartWT,rfc,3,induction,0.6,34567890,3,0.957,0.75,0.45,6.433,2,0,3,0.757,0.433,0.65,10.44,2,1,4,0.352
5,heartWT,rfc,3,induction,0.6,45678901,4,0.955,0.571,0.174,3.968,0,0,1,0.657,0.465,0.87,18.251,0,2,3,0.207
5,heartWT,rfc,3,induction,0.6,56789012,5,1.0,1.0,0.208,3.113,1,0,2,0.667,0.45,0.75,13.488,1,2,4,0.214
5,heartWT,rfc,3,islearn,0.6,12345678,1,0.65,0.462,0.6,6.24,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.255
5,heartWT,rfc,3,islearn,0.6,23456789,2,0.831,0.577,0.6,5.741,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.22
5,heartWT,rfc,3,islearn,0.6,34567890,3,0.786,0.444,0.6,5.278,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.268
5,heartWT,rfc,3,islearn,0.6,45678901,4,0.552,0.318,0.609,4.593,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.209
5,heartWT,rfc,3,islearn,0.6,56789012,5,0.636,0.385,0.625,5.223,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.232
5,heartWT,rfc,3,tree,0.6,12345678,1,1.0,1.0,0.267,0.264,1,0,2,0.467,0.439,0.833,0.268,2,1,4,0.253
5,heartWT,rfc,3,tree,0.6,23456789,2,0.831,0.577,0.6,0.223,1,0,2,0.831,0.577,0.6,0.223,1,0,2,0.217
5,heartWT,rfc,3,tree,0.6,34567890,3,0.871,0.55,0.55,0.246,1,0,2,0.871,0.591,0.65,0.251,2,1,4,0.236
5,heartWT,rfc,3,tree,0.6,45678901,4,1.0,1.0,0.13,0.226,0,0,1,0.731,0.455,0.652,0.238,1,2,4,0.217
5,heartWT,rfc,3,tree,0.6,56789012,5,1.0,1.0,0.208,0.222,1,0,2,0.833,0.593,0.667,0.245,3,3,7,0.212
5,heartWT,rfc,4,bayesian,0.6,12345678,1,0.85,0.591,0.433,219.427,1,0,2,0.75,0.545,0.6,456.852,2,1,4,0.205
5,heartWT,rfc,4,bayesian,0.6,23456789,2,0.923,0.667,0.4,222.906,1,0,2,0.738,0.5,0.68,444.53,2,1,4,0.205
5,heartWT,rfc,4,bayesian,0.6,34567890,3,0.843,0.421,0.4,218.569,1,0,2,0.8,0.481,0.65,650.039,3,2,6,0.205
5,heartWT,rfc,4,bayesian,0.6,45678901,4,0.776,0.464,0.565,237.203,1,0,2,0.746,0.5,0.739,453.042,2,1,4,0.204
5,heartWT,rfc,4,bayesian,0.6,56789012,5,0.864,0.5,0.375,236.871,1,0,2,0.848,0.63,0.708,982.156,4,3,8,0.204
5,heartWT,rfc,4,induction,0.6,12345678,1,1.0,1.0,0.2,6.906,1,0,2,0.867,0.704,0.633,51.399,2,3,6,0.34
5,heartWT,rfc,4,induction,0.6,23456789,2,0.985,0.857,0.24,6.991,2,0,3,0.554,0.408,0.8,18.964,0,2,3,0.333
5,heartWT,rfc,4,induction,0.6,34567890,3,0.957,0.75,0.45,10.313,2,0,3,0.757,0.433,0.65,21.094,2,1,4,0.333
5,heartWT,rfc,4,induction,0.6,45678901,4,0.955,0.571,0.174,4.595,0,0,1,0.657,0.465,0.87,25.842,0,2,3,0.253
5,heartWT,rfc,4,induction,0.6,56789012,5,1.0,1.0,0.208,3.893,1,0,2,0.667,0.45,0.75,22.603,1,2,4,0.215
5,heartWT,rfc,4,islearn,0.6,12345678,1,0.667,0.5,0.667,7.972,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.207
5,heartWT,rfc,4,islearn,0.6,23456789,2,0.831,0.577,0.6,7.973,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.214
5,heartWT,rfc,4,islearn,0.6,34567890,3,0.771,0.429,0.6,7.551,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.204
5,heartWT,rfc,4,islearn,0.6,45678901,4,0.612,0.35,0.609,7.409,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.237
5,heartWT,rfc,4,islearn,0.6,56789012,5,0.636,0.385,0.625,7.064,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.208
5,heartWT,rfc,4,tree,0.6,12345678,1,1.0,1.0,0.267,0.227,1,0,2,0.467,0.439,0.833,0.231,2,1,4,0.216
5,heartWT,rfc,4,tree,0.6,23456789,2,0.862,0.609,0.56,0.249,1,0,2,0.677,0.523,0.92,0.254,2,1,4,0.241
5,heartWT,rfc,4,tree,0.6,34567890,3,0.871,0.55,0.55,0.265,1,0,2,0.857,0.583,0.7,0.269,2,1,4,0.257
5,heartWT,rfc,4,tree,0.6,45678901,4,1.0,1.0,0.13,0.216,0,0,1,0.731,0.455,0.652,0.229,1,2,4,0.207
5,heartWT,rfc,4,tree,0.6,56789012,5,1.0,1.0,0.167,0.219,1,0,2,0.909,0.714,0.625,0.234,2,2,5,0.208
5,heartWT,rfc,5,bayesian,0.3,12345678,1,0.35,0.409,0.9,234.943,1,0,2,0.35,0.409,0.9,234.943,1,0,2,0.206
5,heartWT,rfc,5,bayesian,0.3,23456789,2,0.923,0.667,0.4,237.095,1,0,2,0.923,0.667,0.4,237.096,1,0,2,0.206
5,heartWT,rfc,5,bayesian,0.3,34567890,3,0.829,0.478,0.55,208.709,1,0,2,0.829,0.478,0.55,208.709,1,0,2,0.203
5,heartWT,rfc,5,bayesian,0.3,45678901,4,1.0,1.0,0.13,214.715,1,0,2,0.881,0.579,0.478,413.437,2,1,4,0.204
5,heartWT,rfc,5,bayesian,0.3,56789012,5,0.985,0.75,0.125,201.89,1,0,2,0.848,0.524,0.458,426.365,2,1,4,0.208
5,heartWT,rfc,5,bayesian,0.4,12345678,1,0.35,0.409,0.9,241.099,1,0,2,0.35,0.409,0.9,241.099,1,0,2,0.203
5,heartWT,rfc,5,bayesian,0.4,23456789,2,0.923,0.667,0.4,225.342,1,0,2,0.923,0.667,0.4,225.343,1,0,2,0.206
5,heartWT,rfc,5,bayesian,0.4,34567890,3,0.829,0.478,0.55,207.005,1,0,2,0.829,0.478,0.55,207.005,1,0,2,0.204
5,heartWT,rfc,5,bayesian,0.4,45678901,4,1.0,1.0,0.13,225.405,1,0,2,0.881,0.579,0.478,434.573,2,1,4,0.203
5,heartWT,rfc,5,bayesian,0.4,56789012,5,0.985,0.75,0.125,212.54,1,0,2,0.848,0.524,0.458,427.27,2,1,4,0.207
5,heartWT,rfc,5,bayesian,0.5,12345678,1,0.35,0.409,0.9,253.322,1,0,2,0.35,0.409,0.9,253.322,1,0,2,0.206
5,heartWT,rfc,5,bayesian,0.5,23456789,2,0.923,0.667,0.4,225.229,1,0,2,0.892,0.65,0.52,464.008,2,1,4,0.204
5,heartWT,rfc,5,bayesian,0.5,34567890,3,0.829,0.478,0.55,212.846,1,0,2,0.829,0.478,0.55,212.846,1,0,2,0.205
5,heartWT,rfc,5,bayesian,0.5,45678901,4,1.0,1.0,0.13,226.415,1,0,2,0.687,0.475,0.826,645.038,3,2,6,0.205
5,heartWT,rfc,5,bayesian,0.5,56789012,5,0.985,0.75,0.125,205.579,1,0,2,0.848,0.565,0.542,608.456,3,2,6,0.206
5,heartWT,rfc,5,bayesian,0.6,12345678,1,0.35,0.409,0.9,268.085,1,0,2,0.35,0.409,0.9,268.085,1,0,2,0.204
5,heartWT,rfc,5,bayesian,0.6,23456789,2,0.923,0.667,0.4,218.382,1,0,2,0.877,0.667,0.64,675.583,3,2,6,0.204
5,heartWT,rfc,5,bayesian,0.6,34567890,3,0.829,0.478,0.55,212.993,1,0,2,0.829,0.5,0.6,452.579,2,1,4,0.204
5,heartWT,rfc,5,bayesian,0.6,45678901,4,1.0,1.0,0.13,218.454,1,0,2,0.687,0.475,0.826,637.891,3,2,6,0.206
5,heartWT,rfc,5,bayesian,0.6,56789012,5,0.985,0.75,0.125,205.065,1,0,2,0.833,0.577,0.625,822.281,4,3,8,0.208
5,heartWT,rfc,5,bayesian,0.7,12345678,1,0.35,0.409,0.9,270.088,1,0,2,0.35,0.409,0.9,270.088,1,0,2,0.208
5,heartWT,rfc,5,bayesian,0.7,23456789,2,0.923,0.667,0.4,221.754,1,0,2,0.831,0.633,0.76,926.549,4,3,8,0.206
5,heartWT,rfc,5,bayesian,0.7,34567890,3,0.829,0.478,0.55,215.508,1,0,2,0.8,0.517,0.75,975.272,4,3,8,0.204
5,heartWT,rfc,5,bayesian,0.7,45678901,4,1.0,1.0,0.13,232.075,1,0,2,0.687,0.475,0.826,658.637,3,2,6,0.204
5,heartWT,rfc,5,bayesian,0.7,56789012,5,0.985,0.75,0.125,212.933,1,0,2,0.833,0.621,0.75,1204.5,6,5,12,0.209
5,heartWT,rfc,5,bayesian,0.8,12345678,1,0.35,0.409,0.9,255.792,1,0,2,0.35,0.409,0.9,255.792,1,0,2,0.204
5,heartWT,rfc,5,bayesian,0.8,23456789,2,0.923,0.667,0.4,211.472,1,0,2,0.831,0.645,0.8,1140.358,5,4,10,0.206
5,heartWT,rfc,5,bayesian,0.8,34567890,3,0.829,0.478,0.55,209.782,1,0,2,0.786,0.516,0.8,1169.855,5,4,10,0.202
5,heartWT,rfc,5,bayesian,0.8,45678901,4,1.0,1.0,0.13,219.206,1,0,2,0.687,0.475,0.826,635.492,3,2,6,0.204
5,heartWT,rfc,5,bayesian,0.8,56789012,5,0.985,0.75,0.125,234.083,1,0,2,0.742,0.541,0.833,1593.441,7,6,14,0.203
5,heartWT,rfc,5,induction,0.3,12345678,1,1.0,1.0,0.2,9.352,1,0,2,0.967,0.833,0.333,37.102,1,2,4,0.328
5,heartWT,rfc,5,induction,0.3,23456789,2,0.862,0.571,0.48,10.536,0,0,1,0.862,0.591,0.52,32.614,0,1,2,0.329
5,heartWT,rfc,5,induction,0.3,34567890,3,0.957,0.75,0.45,12.559,2,0,3,0.986,0.9,0.45,25.685,5,1,7,0.329
5,heartWT,rfc,5,induction,0.3,45678901,4,0.955,0.571,0.174,7.846,0,0,1,0.866,0.526,0.435,21.391,0,1,2,0.329
5,heartWT,rfc,5,induction,0.3,56789012,5,1.0,1.0,0.208,6.077,1,0,2,0.833,0.577,0.625,27.544,1,2,4,0.219
5,heartWT,rfc,5,induction,0.4,12345678,1,1.0,1.0,0.2,8.992,1,0,2,0.933,0.778,0.467,45.356,1,2,4,0.269
5,heartWT,rfc,5,induction,0.4,23456789,2,0.862,0.571,0.48,11.487,0,0,1,0.862,0.591,0.52,23.244,0,1,2,0.329
5,heartWT,rfc,5,induction,0.4,34567890,3,0.957,0.75,0.45,12.558,2,0,3,0.986,0.9,0.45,20.913,5,1,7,0.331
5,heartWT,rfc,5,induction,0.4,45678901,4,0.955,0.571,0.174,5.512,0,0,1,0.866,0.526,0.435,19.624,0,1,2,0.254
5,heartWT,rfc,5,induction,0.4,56789012,5,1.0,1.0,0.208,6.909,1,0,2,0.833,0.577,0.625,26.835,1,2,4,0.215
5,heartWT,rfc,5,induction,0.5,12345678,1,1.0,1.0,0.2,9.012,1,0,2,0.933,0.778,0.467,48.53,1,2,4,0.208
5,heartWT,rfc,5,induction,0.5,23456789,2,0.985,0.857,0.24,9.911,2,0,3,0.862,0.591,0.52,25.275,0,1,2,0.272
5,heartWT,rfc,5,induction,0.5,34567890,3,0.957,0.75,0.45,12.562,2,0,3,0.957,0.786,0.55,20.515,5,1,7,0.328
5,heartWT,rfc,5,induction,0.5,45678901,4,0.955,0.571,0.174,7.458,0,0,1,0.657,0.465,0.87,31.154,0,2,3,0.365
5,heartWT,rfc,5,induction,0.5,56789012,5,1.0,1.0,0.208,7.828,1,0,2,0.833,0.577,0.625,37.222,1,2,4,0.33
5,heartWT,rfc,5,induction,0.6,12345678,1,1.0,1.0,0.2,9.817,1,0,2,0.867,0.704,0.633,64.437,2,3,6,0.327
5,heartWT,rfc,5,induction,0.6,23456789,2,0.985,0.857,0.24,9.606,2,0,3,0.554,0.408,0.8,26.994,0,2,3,0.218
5,heartWT,rfc,5,induction,0.6,34567890,3,0.957,0.75,0.45,10.523,2,0,3,0.471,0.302,0.8,21.506,2,1,4,0.23
5,heartWT,rfc,5,induction,0.6,45678901,4,0.955,0.571,0.174,6.52,0,0,1,0.657,0.465,0.87,34.815,0,2,3,0.353
5,heartWT,rfc,5,induction,0.6,56789012,5,1.0,1.0,0.208,8.469,1,0,2,0.833,0.577,0.625,42.341,1,2,4,0.346
5,heartWT,rfc,5,induction,0.7,12345678,1,1.0,1.0,0.2,10.917,1,0,2,0.933,0.789,0.5,65.154,2,3,6,0.354
5,heartWT,rfc,5,induction,0.7,23456789,2,0.985,0.857,0.24,10.85,2,0,3,0.554,0.408,0.8,27.363,0,2,3,0.23
5,heartWT,rfc,5,induction,0.7,34567890,3,0.957,0.75,0.45,10.047,2,0,3,0.471,0.302,0.8,25.151,5,2,8,0.323
5,heartWT,rfc,5,induction,0.7,45678901,4,0.955,0.571,0.174,5.555,0,0,1,0.657,0.465,0.87,44.136,0,2,3,0.213
5,heartWT,rfc,5,induction,0.7,56789012,5,1.0,1.0,0.208,7.496,1,0,2,0.667,0.463,0.792,49.335,1,3,5,0.333
5,heartWT,rfc,5,induction,0.8,12345678,1,1.0,1.0,0.2,10.972,1,0,2,0.45,0.45,0.9,87.667,2,4,7,0.338
5,heartWT,rfc,5,induction,0.8,23456789,2,0.985,0.857,0.24,11.229,2,0,3,0.554,0.408,0.8,28.122,0,2,3,0.352
5,heartWT,rfc,5,induction,0.8,34567890,3,0.957,0.75,0.45,11.577,2,0,3,0.471,0.302,0.8,31.165,5,2,8,0.347
5,heartWT,rfc,5,induction,0.8,45678901,4,0.955,0.571,0.174,5.388,0,0,1,0.657,0.465,0.87,41.365,0,2,3,0.21
5,heartWT,rfc,5,induction,0.8,56789012,5,1.0,1.0,0.208,6.641,1,0,2,0.667,0.463,0.792,47.991,1,3,5,0.212
5,heartWT,rfc,5,islearn,0.3,12345678,1,0.95,0.75,0.3,13.638,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.327
5,heartWT,rfc,5,islearn,0.3,23456789,2,0.954,0.75,0.36,13.693,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.328
5,heartWT,rfc,5,islearn,0.3,34567890,3,0.943,0.6,0.3,13.618,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.208
5,heartWT,rfc,5,islearn,0.3,45678901,4,0.91,0.538,0.304,13.109,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.211
5,heartWT,rfc,5,islearn,0.3,56789012,5,0.909,0.571,0.333,13.995,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.338
5,heartWT,rfc,5,islearn,0.4,12345678,1,0.883,0.632,0.4,13.305,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.208
5,heartWT,rfc,5,islearn,0.4,23456789,2,0.923,0.667,0.4,12.344,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.247
5,heartWT,rfc,5,islearn,0.4,34567890,3,0.914,0.571,0.4,12.743,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.326
5,heartWT,rfc,5,islearn,0.4,45678901,4,0.806,0.435,0.435,12.119,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.218
5,heartWT,rfc,5,islearn,0.4,56789012,5,0.848,0.5,0.417,12.484,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.21
5,heartWT,rfc,5,islearn,0.5,12345678,1,0.833,0.6,0.5,12.655,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.28
5,heartWT,rfc,5,islearn,0.5,23456789,2,0.877,0.619,0.52,11.555,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.244
5,heartWT,rfc,5,islearn,0.5,34567890,3,0.871,0.526,0.5,11.625,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.209
5,heartWT,rfc,5,islearn,0.5,45678901,4,0.776,0.444,0.522,10.437,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.253
5,heartWT,rfc,5,islearn,0.5,56789012,5,0.742,0.414,0.5,11.702,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.211
5,heartWT,rfc,5,islearn,0.6,12345678,1,0.717,0.514,0.6,11.604,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.24
5,heartWT,rfc,5,islearn,0.6,23456789,2,0.831,0.577,0.6,10.546,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.224
5,heartWT,rfc,5,islearn,0.6,34567890,3,0.786,0.444,0.6,10.963,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.217
5,heartWT,rfc,5,islearn,0.6,45678901,4,0.612,0.35,0.609,10.163,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.278
5,heartWT,rfc,5,islearn,0.6,56789012,5,0.636,0.385,0.625,10.805,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.213
5,heartWT,rfc,5,islearn,0.7,12345678,1,0.633,0.488,0.7,10.771,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.252
5,heartWT,rfc,5,islearn,0.7,23456789,2,0.554,0.383,0.72,9.324,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.244
5,heartWT,rfc,5,islearn,0.7,34567890,3,0.614,0.341,0.7,10.107,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.316
5,heartWT,rfc,5,islearn,0.7,45678901,4,0.448,0.315,0.739,9.037,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.248
5,heartWT,rfc,5,islearn,0.7,56789012,5,0.394,0.298,0.708,10.082,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.211
5,heartWT,rfc,5,islearn,0.8,12345678,1,0.517,0.463,0.833,9.859,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.223
5,heartWT,rfc,5,islearn,0.8,23456789,2,0.492,0.389,0.84,8.822,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.21
