run,blackbox,model,learner,rules,coverage,seed,model_number,specificity_without,precision_without,recall_without,time_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,time_with,and_with,or_with,predicates_with,time_influential
2,java,rfc,0,tree,0.7,56789012,5,0.935,0.336,0.608,0.682,1,0,2,0.853,0.262,0.961,0.709,2,1,4,-1.0
2,java,rfc,0,tree,0.8,12345678,1,0.936,0.329,0.581,0.629,1,0,2,0.892,0.299,0.854,0.691,3,2,6,-1.0
2,java,rfc,0,tree,0.8,23456789,2,0.921,0.296,0.61,1.034,1,0,2,0.901,0.308,0.815,1.086,3,2,6,-1.0
2,java,rfc,0,tree,0.8,34567890,3,0.931,0.334,0.595,0.816,1,0,2,0.879,0.299,0.883,0.844,2,1,4,-1.0
2,java,rfc,0,tree,0.8,45678901,4,0.936,0.348,0.601,0.658,1,0,2,0.89,0.304,0.845,0.681,2,1,4,-1.0
2,java,rfc,0,tree,0.8,56789012,5,0.935,0.336,0.608,1.119,1,0,2,0.853,0.262,0.961,1.146,2,1,4,-1.0
2,java,rfc,2,bayesian,0.6,12345678,1,0.959,0.201,0.188,241.24,1,0,2,0.803,0.213,0.984,654.314,3,2,6,1.217
2,java,rfc,2,bayesian,0.6,23456789,2,0.821,0.227,0.971,191.682,1,0,2,0.821,0.227,0.971,191.682,1,0,2,1.32
2,java,rfc,2,bayesian,0.6,34567890,3,0.814,0.236,0.982,178.628,0,0,1,0.814,0.236,0.982,178.628,0,0,1,1.377
2,java,rfc,2,bayesian,0.6,45678901,4,0.92,0.303,0.613,172.607,1,0,2,0.92,0.303,0.613,172.608,1,0,2,1.216
2,java,rfc,2,bayesian,0.6,56789012,5,0.823,0.231,0.981,248.293,0,0,1,0.823,0.231,0.981,248.294,0,0,1,1.263
2,java,rfc,2,induction,0.6,12345678,1,0.994,0.25,0.039,24.057,0,0,1,0.877,0.155,0.396,151.202,0,3,4,1.571
2,java,rfc,2,induction,0.6,23456789,2,0.995,0.341,0.045,20.676,0,0,1,0.745,0.121,0.604,132.883,0,3,4,1.358
2,java,rfc,2,induction,0.6,34567890,3,0.972,0.218,0.132,29.317,0,0,1,0.927,0.2,0.291,182.138,0,3,4,1.788
2,java,rfc,2,induction,0.6,45678901,4,0.994,0.289,0.04,20.997,0,0,1,0.818,0.129,0.471,126.827,0,3,4,1.293
2,java,rfc,2,induction,0.6,56789012,5,0.974,0.22,0.136,17.198,0,0,1,0.927,0.168,0.249,182.57,0,3,4,1.412
2,java,rfc,2,islearn,0.6,12345678,1,0.922,0.295,0.601,182.35,0,0,1,-1,-1,-1,-1.0,-1,-1,-1,1.564
2,java,rfc,2,islearn,0.6,23456789,2,0.873,0.206,0.61,123.012,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.716
2,java,rfc,2,islearn,0.6,34567890,3,0.848,0.24,0.82,87.602,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.399
2,java,rfc,2,islearn,0.6,45678901,4,0.92,0.303,0.613,168.72,0,0,1,-1,-1,-1,-1.0,-1,-1,-1,1.394
2,java,rfc,2,islearn,0.6,56789012,5,0.861,0.226,0.751,148.338,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.633
2,java,rfc,2,tree,0.6,12345678,1,0.922,0.295,0.601,1.673,1,0,2,0.922,0.295,0.601,1.673,1,0,2,1.6
2,java,rfc,2,tree,0.6,23456789,2,0.921,0.296,0.61,1.781,1,0,2,0.921,0.296,0.61,1.781,1,0,2,1.708
2,java,rfc,2,tree,0.6,34567890,3,0.925,0.31,0.577,1.836,1,0,2,0.921,0.317,0.625,1.844,2,1,4,1.763
2,java,rfc,2,tree,0.6,45678901,4,0.975,0.397,0.291,1.674,1,0,2,0.909,0.314,0.737,1.683,2,1,4,1.595
2,java,rfc,2,tree,0.6,56789012,5,0.923,0.282,0.557,1.322,1,0,2,0.921,0.293,0.602,1.328,2,1,4,1.278
2,java,rfc,3,bayesian,0.6,12345678,1,0.972,0.22,0.146,265.34,1,0,2,0.815,0.224,0.987,461.285,2,1,4,1.214
2,java,rfc,3,bayesian,0.6,23456789,2,0.973,0.24,0.159,195.931,1,0,2,0.816,0.222,0.971,407.376,2,1,4,1.318
2,java,rfc,3,bayesian,0.6,34567890,3,0.814,0.236,0.982,236.731,0,0,1,0.814,0.236,0.982,236.731,0,0,1,1.38
2,java,rfc,3,bayesian,0.6,45678901,4,0.877,0.252,0.731,185.826,1,0,2,0.877,0.252,0.731,185.826,1,0,2,1.214
2,java,rfc,3,bayesian,0.6,56789012,5,0.823,0.231,0.981,216.024,0,0,1,0.823,0.231,0.981,216.026,0,0,1,1.262
2,java,rfc,3,induction,0.6,12345678,1,0.994,0.25,0.039,48.56,0,0,1,0.742,0.108,0.578,487.122,0,3,4,1.582
2,java,rfc,3,induction,0.6,23456789,2,0.995,0.341,0.045,40.545,0,0,1,0.925,0.204,0.354,758.88,0,5,6,1.345
2,java,rfc,3,induction,0.6,34567890,3,0.972,0.218,0.132,37.232,0,0,1,0.902,0.184,0.375,380.531,0,3,4,1.487
2,java,rfc,3,induction,0.6,45678901,4,0.994,0.289,0.04,37.185,0,0,1,0.895,0.179,0.402,417.662,0,3,4,1.256
2,java,rfc,3,induction,0.6,56789012,5,0.974,0.22,0.136,31.938,0,0,1,0.845,0.132,0.437,325.901,0,4,5,1.298
2,java,rfc,3,islearn,0.6,12345678,1,0.922,0.295,0.601,361.648,0,0,1,-1,-1,-1,-1.0,-1,-1,-1,1.554
2,java,rfc,3,islearn,0.6,23456789,2,0.873,0.206,0.61,230.179,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.625
2,java,rfc,3,islearn,0.6,34567890,3,0.87,0.216,0.613,249.343,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.763
2,java,rfc,3,islearn,0.6,45678901,4,0.92,0.301,0.604,264.735,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.58
2,java,rfc,3,islearn,0.6,56789012,5,0.867,0.196,0.605,290.438,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.334
2,java,rfc,3,tree,0.6,12345678,1,0.922,0.295,0.601,1.413,1,0,2,0.922,0.295,0.601,1.413,1,0,2,1.352
2,java,rfc,3,tree,0.6,23456789,2,0.921,0.296,0.61,1.812,1,0,2,0.921,0.296,0.61,1.812,1,0,2,1.707
2,java,rfc,3,tree,0.6,34567890,3,0.925,0.31,0.577,1.89,1,0,2,0.914,0.321,0.694,1.9,2,1,4,1.78
2,java,rfc,3,tree,0.6,45678901,4,0.975,0.397,0.291,1.688,1,0,2,0.909,0.314,0.737,1.698,2,1,4,1.581
2,java,rfc,3,tree,0.6,56789012,5,0.966,0.347,0.337,1.4,1,0,2,0.908,0.3,0.725,1.41,2,1,4,1.299
2,java,rfc,4,bayesian,0.6,12345678,1,0.96,0.201,0.185,233.101,1,0,2,0.783,0.196,0.984,711.062,3,2,6,1.217
2,java,rfc,4,bayesian,0.6,23456789,2,0.968,0.237,0.182,233.47,1,0,2,0.814,0.221,0.974,443.775,1,1,3,1.317
2,java,rfc,4,bayesian,0.6,34567890,3,0.974,0.218,0.123,225.443,1,0,2,0.737,0.18,0.982,1010.818,5,4,10,1.383
2,java,rfc,4,bayesian,0.6,45678901,4,0.9,0.168,0.353,216.089,1,0,2,0.79,0.211,0.985,435.548,1,1,3,1.217
2,java,rfc,4,bayesian,0.6,56789012,5,0.976,0.226,0.129,225.227,1,0,2,0.814,0.223,0.984,632.299,3,2,6,1.266
2,java,rfc,4,induction,0.6,12345678,1,0.994,0.25,0.039,69.33,0,0,1,0.906,0.171,0.36,465.051,0,3,4,1.566
2,java,rfc,4,induction,0.6,23456789,2,0.995,0.341,0.045,53.512,0,0,1,0.925,0.204,0.354,844.244,0,5,6,1.665
2,java,rfc,4,induction,0.6,34567890,3,0.972,0.218,0.132,58.756,0,0,1,0.91,0.188,0.354,562.851,0,3,4,1.443
2,java,rfc,4,induction,0.6,45678901,4,0.994,0.289,0.04,55.082,0,0,1,0.895,0.179,0.402,546.534,0,3,4,1.591
2,java,rfc,4,induction,0.6,56789012,5,0.974,0.22,0.136,49.629,0,0,1,0.816,0.125,0.482,564.616,0,4,5,1.645
2,java,rfc,4,islearn,0.6,12345678,1,0.87,0.202,0.607,544.285,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.557
2,java,rfc,4,islearn,0.6,23456789,2,0.922,0.297,0.607,529.386,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.357
2,java,rfc,4,islearn,0.6,34567890,3,0.869,0.216,0.616,514.909,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.672
2,java,rfc,4,islearn,0.6,45678901,4,0.92,0.301,0.604,485.109,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.232
2,java,rfc,4,islearn,0.6,56789012,5,0.872,0.221,0.673,514.738,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.618
2,java,rfc,4,tree,0.6,12345678,1,0.922,0.295,0.601,1.317,1,0,2,0.922,0.295,0.601,1.317,1,0,2,1.236
2,java,rfc,4,tree,0.6,23456789,2,0.921,0.296,0.61,1.816,1,0,2,0.921,0.296,0.61,1.816,1,0,2,1.683
2,java,rfc,4,tree,0.6,34567890,3,0.925,0.31,0.577,1.508,1,0,2,0.914,0.321,0.694,1.519,2,1,4,1.424
2,java,rfc,4,tree,0.6,45678901,4,0.975,0.397,0.291,1.731,1,0,2,0.909,0.314,0.737,1.743,2,1,4,1.588
2,java,rfc,4,tree,0.6,56789012,5,0.959,0.34,0.392,1.438,1,0,2,0.903,0.302,0.77,1.447,2,1,4,1.35
2,java,rfc,5,bayesian,0.3,12345678,1,0.981,0.236,0.107,223.397,1,0,2,0.826,0.229,0.958,462.402,2,1,4,1.212
2,java,rfc,5,bayesian,0.3,23456789,2,0.966,0.228,0.185,226.839,1,0,2,0.888,0.147,0.357,632.3,3,2,6,1.322
2,java,rfc,5,bayesian,0.3,34567890,3,0.955,0.211,0.207,240.281,1,0,2,0.861,0.16,0.453,434.521,2,1,4,1.375
2,java,rfc,5,bayesian,0.3,45678901,4,0.857,0.25,0.839,216.577,1,0,2,0.857,0.25,0.839,216.577,1,0,2,1.22
2,java,rfc,5,bayesian,0.3,56789012,5,0.823,0.231,0.981,177.381,0,0,1,0.823,0.231,0.981,177.382,0,0,1,1.264
2,java,rfc,5,bayesian,0.4,12345678,1,0.981,0.236,0.107,216.782,1,0,2,0.826,0.229,0.958,447.533,2,1,4,1.215
2,java,rfc,5,bayesian,0.4,23456789,2,0.966,0.228,0.185,225.198,1,0,2,0.87,0.155,0.442,830.528,4,3,8,1.32
2,java,rfc,5,bayesian,0.4,34567890,3,0.955,0.211,0.207,220.972,1,0,2,0.861,0.16,0.453,408.043,2,1,4,1.38
2,java,rfc,5,bayesian,0.4,45678901,4,0.857,0.25,0.839,217.319,1,0,2,0.857,0.25,0.839,217.319,1,0,2,1.218
2,java,rfc,5,bayesian,0.4,56789012,5,0.823,0.231,0.981,165.581,0,0,1,0.823,0.231,0.981,165.582,0,0,1,1.263
2,java,rfc,5,bayesian,0.5,12345678,1,0.981,0.236,0.107,221.673,1,0,2,0.826,0.229,0.958,464.321,2,1,4,1.216
2,java,rfc,5,bayesian,0.5,23456789,2,0.966,0.228,0.185,235.004,1,0,2,0.766,0.184,0.974,1077.146,4,4,9,1.323
2,java,rfc,5,bayesian,0.5,34567890,3,0.955,0.211,0.207,226.966,1,0,2,0.823,0.157,0.565,630.601,3,2,6,1.378
2,java,rfc,5,bayesian,0.5,45678901,4,0.857,0.25,0.839,216.488,1,0,2,0.857,0.25,0.839,216.488,1,0,2,1.219
2,java,rfc,5,bayesian,0.5,56789012,5,0.823,0.231,0.981,168.401,0,0,1,0.823,0.231,0.981,168.401,0,0,1,1.262
2,java,rfc,5,bayesian,0.6,12345678,1,0.981,0.236,0.107,227.021,1,0,2,0.826,0.229,0.958,466.432,2,1,4,1.215
2,java,rfc,5,bayesian,0.6,23456789,2,0.966,0.228,0.185,248.895,1,0,2,0.766,0.184,0.974,1124.167,4,4,9,1.342
2,java,rfc,5,bayesian,0.6,34567890,3,0.955,0.211,0.207,231.75,1,0,2,0.768,0.139,0.64,856.482,4,3,8,1.376
2,java,rfc,5,bayesian,0.6,45678901,4,0.857,0.25,0.839,221.686,1,0,2,0.857,0.25,0.839,221.686,1,0,2,1.214
2,java,rfc,5,bayesian,0.6,56789012,5,0.823,0.231,0.981,158.023,0,0,1,0.823,0.231,0.981,158.024,0,0,1,1.258
2,java,rfc,5,bayesian,0.7,12345678,1,0.981,0.236,0.107,219.997,1,0,2,0.826,0.229,0.958,452.256,2,1,4,1.217
2,java,rfc,5,bayesian,0.7,23456789,2,0.966,0.228,0.185,221.928,1,0,2,0.766,0.184,0.974,1023.012,4,4,9,1.319
2,java,rfc,5,bayesian,0.7,34567890,3,0.955,0.211,0.207,219.845,1,0,2,0.688,0.156,0.985,1004.664,4,4,9,1.376
2,java,rfc,5,bayesian,0.7,45678901,4,0.857,0.25,0.839,254.376,1,0,2,0.857,0.25,0.839,254.376,1,0,2,1.215
2,java,rfc,5,bayesian,0.7,56789012,5,0.823,0.231,0.981,176.769,0,0,1,0.823,0.231,0.981,176.77,0,0,1,1.262
2,java,rfc,5,bayesian,0.8,12345678,1,0.981,0.236,0.107,222.315,1,0,2,0.826,0.229,0.958,462.337,2,1,4,1.216
2,java,rfc,5,bayesian,0.8,23456789,2,0.966,0.228,0.185,231.188,1,0,2,0.766,0.184,0.974,1053.769,4,4,9,1.318
2,java,rfc,5,bayesian,0.8,34567890,3,0.955,0.211,0.207,223.357,1,0,2,0.688,0.156,0.985,1010.349,4,4,9,1.38
2,java,rfc,5,bayesian,0.8,45678901,4,0.857,0.25,0.839,217.213,1,0,2,0.857,0.25,0.839,217.213,1,0,2,1.214
2,java,rfc,5,bayesian,0.8,56789012,5,0.823,0.231,0.981,177.718,0,0,1,0.823,0.231,0.981,177.719,0,0,1,1.267
2,java,rfc,5,induction,0.3,12345678,1,0.994,0.25,0.039,99.421,0,0,1,0.914,0.173,0.334,337.341,0,1,2,1.325
2,java,rfc,5,induction,0.3,23456789,2,0.995,0.341,0.045,64.186,0,0,1,0.965,0.266,0.234,720.9,0,3,4,1.41
2,java,rfc,5,induction,0.3,34567890,3,0.972,0.218,0.132,62.813,0,0,1,0.927,0.194,0.297,440.911,0,2,3,1.432
2,java,rfc,5,induction,0.3,45678901,4,0.994,0.289,0.04,64.893,0,0,1,0.921,0.193,0.334,426.679,0,2,3,1.324
2,java,rfc,5,induction,0.3,56789012,5,0.974,0.22,0.136,85.967,0,0,1,0.949,0.211,0.252,509.853,0,3,4,1.351
2,java,rfc,5,induction,0.4,12345678,1,0.994,0.25,0.039,62.962,0,0,1,0.906,0.171,0.36,578.456,0,3,4,1.265
2,java,rfc,5,induction,0.4,23456789,2,0.995,0.341,0.045,62.839,0,0,1,0.951,0.237,0.282,780.88,0,4,5,1.398
2,java,rfc,5,induction,0.4,34567890,3,0.972,0.218,0.132,62.64,0,0,1,0.927,0.194,0.297,423.524,0,2,3,1.451
2,java,rfc,5,induction,0.4,45678901,4,0.994,0.289,0.04,61.635,0,0,1,0.888,0.184,0.443,517.963,0,3,4,1.478
2,java,rfc,5,induction,0.4,56789012,5,0.974,0.22,0.136,58.651,0,0,1,0.949,0.211,0.252,448.286,0,3,4,1.546
2,java,rfc,5,induction,0.5,12345678,1,0.994,0.25,0.039,62.737,0,0,1,0.906,0.171,0.36,644.023,0,3,4,1.24
2,java,rfc,5,induction,0.5,23456789,2,0.995,0.341,0.045,64.459,0,0,1,0.951,0.237,0.282,872.105,0,4,5,1.67
2,java,rfc,5,induction,0.5,34567890,3,0.972,0.218,0.132,60.907,0,0,1,0.91,0.188,0.354,664.749,0,3,4,1.767
2,java,rfc,5,induction,0.5,45678901,4,0.994,0.289,0.04,65.612,0,0,1,0.888,0.184,0.443,563.735,0,3,4,1.505
2,java,rfc,5,induction,0.5,56789012,5,0.974,0.22,0.136,58.368,0,0,1,0.912,0.185,0.366,631.142,0,4,5,1.277
2,java,rfc,5,induction,0.6,12345678,1,0.994,0.25,0.039,63.544,0,0,1,0.906,0.171,0.36,551.192,0,3,4,1.534
2,java,rfc,5,induction,0.6,23456789,2,0.995,0.341,0.045,108.215,0,0,1,0.925,0.204,0.354,929.802,0,5,6,1.711
2,java,rfc,5,induction,0.6,34567890,3,0.972,0.218,0.132,70.093,0,0,1,0.91,0.188,0.354,584.824,0,3,4,1.77
2,java,rfc,5,induction,0.6,45678901,4,0.994,0.289,0.04,83.543,0,0,1,0.811,0.154,0.607,697.04,0,4,5,1.576
2,java,rfc,5,induction,0.6,56789012,5,0.974,0.22,0.136,54.369,0,0,1,0.912,0.185,0.366,711.284,0,4,5,1.283
2,java,rfc,5,induction,0.7,12345678,1,0.994,0.25,0.039,69.093,0,0,1,0.903,0.17,0.367,723.361,0,4,5,1.534
2,java,rfc,5,induction,0.7,23456789,2,0.995,0.341,0.045,70.423,0,0,1,0.925,0.204,0.354,1028.198,0,5,6,1.666
2,java,rfc,5,induction,0.7,34567890,3,0.972,0.218,0.132,73.73,0,0,1,0.901,0.186,0.387,793.711,0,4,5,1.783
2,java,rfc,5,induction,0.7,45678901,4,0.994,0.289,0.04,65.322,0,0,1,0.811,0.154,0.607,648.357,0,4,5,1.265
2,java,rfc,5,induction,0.7,56789012,5,0.974,0.22,0.136,68.714,0,0,1,0.781,0.129,0.595,790.486,0,5,6,1.642
2,java,rfc,5,induction,0.8,12345678,1,0.994,0.25,0.039,67.875,0,0,1,0.903,0.17,0.367,766.955,0,4,5,1.317
2,java,rfc,5,induction,0.8,23456789,2,0.995,0.341,0.045,75.525,0,0,1,0.925,0.204,0.354,894.512,0,5,6,1.367
2,java,rfc,5,induction,0.8,34567890,3,0.972,0.218,0.132,74.854,0,0,1,0.901,0.186,0.387,773.323,0,4,5,1.406
2,java,rfc,5,induction,0.8,45678901,4,0.994,0.289,0.04,75.164,0,0,1,0.811,0.154,0.607,680.387,0,4,5,1.592
2,java,rfc,5,induction,0.8,56789012,5,0.974,0.22,0.136,59.164,0,0,1,0.781,0.129,0.595,695.793,0,5,6,1.567
2,java,rfc,5,islearn,0.3,12345678,1,0.966,0.334,0.312,1045.38,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.579
2,java,rfc,5,islearn,0.3,23456789,2,0.959,0.288,0.308,1000.027,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.453
2,java,rfc,5,islearn,0.3,34567890,3,0.959,0.303,0.3,1003.593,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.657
2,java,rfc,5,islearn,0.3,45678901,4,0.972,0.389,0.307,975.515,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.597
2,java,rfc,5,islearn,0.3,56789012,5,0.962,0.336,0.356,1082.186,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.46
2,java,rfc,5,islearn,0.4,12345678,1,0.948,0.294,0.403,1040.647,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.316
2,java,rfc,5,islearn,0.4,23456789,2,0.941,0.282,0.445,937.121,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.398
2,java,rfc,5,islearn,0.4,34567890,3,0.944,0.303,0.414,963.012,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.527
2,java,rfc,5,islearn,0.4,45678901,4,0.949,0.326,0.437,910.633,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.584
2,java,rfc,5,islearn,0.4,56789012,5,0.949,0.305,0.405,1062.039,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.359
2,java,rfc,5,islearn,0.5,12345678,1,0.94,0.311,0.503,1005.296,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.563
2,java,rfc,5,islearn,0.5,23456789,2,0.937,0.312,0.529,836.595,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.708
2,java,rfc,5,islearn,0.5,34567890,3,0.936,0.316,0.505,902.497,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.555
2,java,rfc,5,islearn,0.5,45678901,4,0.933,0.301,0.508,811.918,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.236
2,java,rfc,5,islearn,0.5,56789012,5,0.931,0.287,0.511,922.065,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.529
2,java,rfc,5,islearn,0.6,12345678,1,0.922,0.295,0.601,885.594,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.287
2,java,rfc,5,islearn,0.6,23456789,2,0.922,0.297,0.607,790.428,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.667
2,java,rfc,5,islearn,0.6,34567890,3,0.862,0.219,0.661,835.971,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.455
2,java,rfc,5,islearn,0.6,45678901,4,0.92,0.301,0.604,671.751,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.246
2,java,rfc,5,islearn,0.6,56789012,5,0.881,0.241,0.699,862.088,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.626
2,java,rfc,5,islearn,0.7,12345678,1,0.858,0.223,0.75,885.87,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.316
2,java,rfc,5,islearn,0.7,23456789,2,0.854,0.216,0.744,679.425,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.689
2,java,rfc,5,islearn,0.7,34567890,3,0.853,0.24,0.793,716.904,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.743
2,java,rfc,5,islearn,0.7,45678901,4,0.849,0.212,0.715,672.946,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.57
2,java,rfc,5,islearn,0.7,56789012,5,0.861,0.226,0.751,901.123,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.316
2,java,rfc,5,islearn,0.8,12345678,1,0.852,0.228,0.805,828.463,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.581
2,java,rfc,5,islearn,0.8,23456789,2,0.848,0.223,0.805,799.436,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.703
2,java,rfc,5,islearn,0.8,34567890,3,0.835,0.241,0.895,713.924,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.396
2,java,rfc,5,islearn,0.8,45678901,4,0.849,0.243,0.854,685.264,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.614
2,java,rfc,5,islearn,0.8,56789012,5,0.853,0.239,0.851,777.021,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.629
2,java,rfc,5,tree,0.3,12345678,1,0.936,0.329,0.581,1.739,1,0,2,0.936,0.329,0.581,1.739,1,0,2,1.569
2,java,rfc,5,tree,0.3,23456789,2,0.921,0.296,0.61,1.853,1,0,2,0.921,0.296,0.61,1.853,1,0,2,1.684
2,java,rfc,5,tree,0.3,34567890,3,0.925,0.31,0.577,1.937,1,0,2,0.925,0.31,0.577,1.937,1,0,2,1.763
2,java,rfc,5,tree,0.3,45678901,4,0.975,0.397,0.291,1.771,1,0,2,0.909,0.314,0.737,1.785,2,1,4,1.595
2,java,rfc,5,tree,0.3,56789012,5,0.965,0.356,0.359,1.39,1,0,2,0.965,0.356,0.359,1.39,1,0,2,1.29
2,java,rfc,5,tree,0.4,12345678,1,0.936,0.329,0.581,1.438,1,0,2,0.936,0.329,0.581,1.438,1,0,2,1.27
2,java,rfc,5,tree,0.4,23456789,2,0.921,0.296,0.61,1.847,1,0,2,0.921,0.296,0.61,1.847,1,0,2,1.678
2,java,rfc,5,tree,0.4,34567890,3,0.925,0.31,0.577,1.509,1,0,2,0.925,0.31,0.577,1.509,1,0,2,1.408
2,java,rfc,5,tree,0.4,45678901,4,0.975,0.397,0.291,1.754,1,0,2,0.909,0.314,0.737,1.768,2,1,4,1.58
2,java,rfc,5,tree,0.4,56789012,5,0.965,0.356,0.359,1.692,1,0,2,0.908,0.307,0.754,1.703,2,1,4,1.588
2,java,rfc,5,tree,0.5,12345678,1,0.936,0.329,0.581,1.762,1,0,2,0.936,0.329,0.581,1.762,1,0,2,1.585
2,java,rfc,5,tree,0.5,23456789,2,0.921,0.296,0.61,1.625,1,0,2,0.921,0.296,0.61,1.625,1,0,2,1.485
2,java,rfc,5,tree,0.5,34567890,3,0.925,0.31,0.577,1.912,1,0,2,0.925,0.31,0.577,1.912,1,0,2,1.744
2,java,rfc,5,tree,0.5,45678901,4,0.975,0.397,0.291,1.764,1,0,2,0.909,0.314,0.737,1.778,2,1,4,1.586
2,java,rfc,5,tree,0.5,56789012,5,0.965,0.356,0.359,1.839,1,0,2,0.908,0.307,0.754,1.852,2,1,4,1.661
2,java,rfc,5,tree,0.6,12345678,1,0.936,0.329,0.581,1.339,1,0,2,0.903,0.318,0.834,1.352,2,1,4,1.236
2,java,rfc,5,tree,0.6,23456789,2,0.921,0.296,0.61,1.531,1,0,2,0.921,0.296,0.61,1.531,1,0,2,1.367
2,java,rfc,5,tree,0.6,34567890,3,0.925,0.31,0.577,1.882,1,0,2,0.914,0.321,0.694,1.894,2,1,4,1.732
2,java,rfc,5,tree,0.6,45678901,4,0.975,0.397,0.291,1.757,1,0,2,0.909,0.314,0.737,1.771,2,1,4,1.581
2,java,rfc,5,tree,0.6,56789012,5,0.965,0.356,0.359,1.687,1,0,2,0.908,0.307,0.754,1.7,2,1,4,1.582
2,java,rfc,5,tree,0.7,12345678,1,0.936,0.329,0.581,1.326,1,0,2,0.903,0.318,0.834,1.339,2,1,4,1.226
2,java,rfc,5,tree,0.7,23456789,2,0.921,0.296,0.61,1.891,1,0,2,0.898,0.301,0.808,1.922,3,2,6,1.715
2,java,rfc,5,tree,0.7,34567890,3,0.925,0.31,0.577,1.508,1,0,2,0.91,0.327,0.742,1.533,3,2,6,1.405
2,java,rfc,5,tree,0.7,45678901,4,0.975,0.397,0.291,1.741,1,0,2,0.909,0.314,0.737,1.755,2,1,4,1.57
2,java,rfc,5,tree,0.7,56789012,5,0.965,0.356,0.359,1.83,1,0,2,0.908,0.307,0.754,1.844,2,1,4,1.652
2,java,rfc,5,tree,0.8,12345678,1,0.936,0.329,0.581,1.56,1,0,2,0.903,0.318,0.834,1.571,2,1,4,1.457
2,java,rfc,5,tree,0.8,23456789,2,0.921,0.296,0.61,1.62,1,0,2,0.898,0.301,0.808,1.649,3,2,6,1.517
2,java,rfc,5,tree,0.8,34567890,3,0.925,0.31,0.577,1.952,1,0,2,0.877,0.292,0.868,2.027,5,4,10,1.775
2,java,rfc,5,tree,0.8,45678901,4,0.975,0.397,0.291,1.418,1,0,2,0.885,0.3,0.864,1.496,5,4,10,1.314
2,java,rfc,5,tree,0.8,56789012,5,0.965,0.356,0.359,1.511,1,0,2,0.905,0.316,0.809,1.563,4,3,8,1.347
2,java,rfc,6,bayesian,0.6,12345678,1,0.973,0.208,0.13,257.073,1,0,2,0.81,0.219,0.987,672.27,3,2,6,1.299
2,java,rfc,6,bayesian,0.6,23456789,2,0.972,0.229,0.156,196.278,1,0,2,0.615,0.102,0.812,1259.767,6,5,12,1.322
2,java,rfc,6,bayesian,0.6,34567890,3,0.972,0.223,0.138,195.18,1,0,2,0.396,0.079,0.883,1141.992,6,5,12,1.384
2,java,rfc,6,bayesian,0.6,45678901,4,0.977,0.211,0.108,212.96,1,0,2,0.851,0.244,0.845,403.485,2,1,4,1.217
2,java,rfc,6,bayesian,0.6,56789012,5,0.978,0.212,0.11,226.089,1,0,2,0.81,0.219,0.981,868.367,4,3,8,1.264
2,java,rfc,6,induction,0.6,12345678,1,0.994,0.25,0.039,83.988,0,0,1,0.906,0.175,0.367,952.764,0,4,5,1.388
