blackbox,model,learner,rules,coverage,seed,model_number,time_without,time_with,specificity_without,precision_without,recall_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,and_with,or_with,predicates_with,time_influential,fscore_without,fscore_with
php,rfc,3,islearn,0.6,34567890,3,241.365,-1.0,0.875,0.258,0.61,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.54,0.292,-1.0
php,rfc,3,islearn,0.6,45678901,4,338.795,-1.0,0.881,0.3,0.688,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.614,0.338,-1.0
php,rfc,3,islearn,0.6,56789012,5,276.569,-1.0,0.894,0.312,0.654,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.757,0.348,-1.0
php,rfc,3,tree,0.6,12345678,1,1.648,1.659,0.916,0.316,0.567,1,0,2,0.908,0.324,0.642,2,1,4,1.682,0.347,0.36
php,rfc,3,tree,0.6,23456789,2,1.622,1.631,0.915,0.313,0.567,1,0,2,0.812,0.262,0.979,2,1,4,1.68,0.344,0.307
php,rfc,3,tree,0.6,34567890,3,1.608,1.618,0.911,0.317,0.573,1,0,2,0.902,0.327,0.664,2,1,4,1.405,0.348,0.364
php,rfc,3,tree,0.6,45678901,4,1.54,1.549,0.92,0.339,0.554,1,0,2,0.907,0.342,0.652,2,1,4,1.43,0.368,0.378
php,rfc,3,tree,0.6,56789012,5,1.519,1.528,0.921,0.344,0.564,1,0,2,0.872,0.326,0.847,2,1,4,1.443,0.373,0.372
php,rfc,4,bayesian,0.6,12345678,1,206.523,401.115,0.917,0.317,0.567,1,0,2,0.802,0.254,0.987,2,1,4,1.305,0.348,0.298
php,rfc,4,bayesian,0.6,23456789,2,200.439,200.44,0.812,0.265,0.99,1,0,2,0.812,0.265,0.99,1,0,2,1.331,0.31,0.31
php,rfc,4,bayesian,0.6,34567890,3,174.73,174.731,0.798,0.261,0.993,1,0,2,0.798,0.261,0.993,1,0,2,1.322,0.306,0.306
php,rfc,4,bayesian,0.6,45678901,4,156.425,364.124,0.951,0.216,0.18,1,0,2,0.792,0.259,0.983,2,1,4,1.358,0.208,0.304
php,rfc,4,bayesian,0.6,56789012,5,215.015,959.736,0.945,0.2,0.186,1,0,2,0.001,0.068,1.0,5,4,10,1.387,0.197,0.084
php,rfc,4,induction,0.6,12345678,1,60.078,190.861,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.697,0.151,0.154
php,rfc,4,induction,0.6,23456789,2,53.141,722.035,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.58,0.163,0.162
php,rfc,4,induction,0.6,34567890,3,61.888,785.175,0.995,0.354,0.042,0,0,1,0.829,0.176,0.509,0,4,5,1.721,0.142,0.202
php,rfc,4,induction,0.6,45678901,4,58.485,314.609,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.486,0.237,0.177
php,rfc,4,induction,0.6,56789012,5,50.428,230.162,0.897,0.182,0.31,0,0,1,0.746,0.145,0.588,0,1,2,1.812,0.198,0.171
php,rfc,4,islearn,0.6,12345678,1,495.203,-1.0,0.852,0.243,0.697,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.397,0.279,-1.0
php,rfc,4,islearn,0.6,23456789,2,476.774,-1.0,0.892,0.276,0.606,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.754,0.31,-1.0
php,rfc,4,islearn,0.6,34567890,3,486.898,-1.0,0.875,0.258,0.61,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.489,0.292,-1.0
php,rfc,4,islearn,0.6,45678901,4,598.318,-1.0,0.895,0.302,0.614,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.39,0.336,-1.0
php,rfc,4,islearn,0.6,56789012,5,487.045,-1.0,0.894,0.312,0.654,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.433,0.348,-1.0
php,rfc,4,tree,0.6,12345678,1,1.633,1.644,0.916,0.316,0.567,1,0,2,0.903,0.323,0.674,2,1,4,1.702,0.347,0.361
php,rfc,4,tree,0.6,23456789,2,1.572,1.582,0.915,0.313,0.567,1,0,2,0.812,0.262,0.979,2,1,4,1.61,0.344,0.307
php,rfc,4,tree,0.6,34567890,3,1.648,1.66,0.973,0.387,0.237,1,0,2,0.897,0.324,0.686,2,1,4,1.568,0.344,0.362
php,rfc,4,tree,0.6,45678901,4,1.686,1.697,0.92,0.339,0.554,1,0,2,0.907,0.342,0.652,2,1,4,1.737,0.368,0.378
php,rfc,4,tree,0.6,56789012,5,1.638,1.648,0.921,0.344,0.564,1,0,2,0.872,0.326,0.847,2,1,4,1.425,0.373,0.372
php,rfc,5,bayesian,0.3,12345678,1,235.87,235.871,0.917,0.317,0.565,1,0,2,0.917,0.317,0.565,1,0,2,1.303,0.348,0.348
php,rfc,5,bayesian,0.3,23456789,2,190.581,190.581,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.331,0.308,0.308
php,rfc,5,bayesian,0.3,34567890,3,182.562,412.449,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.321,0.138,0.303
php,rfc,5,bayesian,0.3,45678901,4,142.705,364.372,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.354,0.217,0.085
php,rfc,5,bayesian,0.3,56789012,5,191.768,605.661,0.959,0.21,0.148,1,0,2,0.744,0.16,0.666,3,2,6,1.385,0.194,0.189
php,rfc,5,bayesian,0.4,12345678,1,223.012,223.014,0.917,0.317,0.565,1,0,2,0.917,0.317,0.565,1,0,2,1.304,0.348,0.348
php,rfc,5,bayesian,0.4,23456789,2,185.669,185.669,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.334,0.308,0.308
php,rfc,5,bayesian,0.4,34567890,3,178.539,406.602,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.317,0.138,0.303
php,rfc,5,bayesian,0.4,45678901,4,138.526,358.256,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.357,0.217,0.085
php,rfc,5,bayesian,0.4,56789012,5,189.653,604.423,0.959,0.21,0.148,1,0,2,0.744,0.16,0.666,3,2,6,1.389,0.194,0.189
php,rfc,5,bayesian,0.5,12345678,1,233.224,233.225,0.917,0.317,0.565,1,0,2,0.917,0.317,0.565,1,0,2,1.301,0.348,0.348
php,rfc,5,bayesian,0.5,23456789,2,182.566,182.566,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.331,0.308,0.308
php,rfc,5,bayesian,0.5,34567890,3,178.28,405.258,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.324,0.138,0.303
php,rfc,5,bayesian,0.5,45678901,4,134.139,351.705,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.354,0.217,0.085
php,rfc,5,bayesian,0.5,56789012,5,199.188,616.582,0.959,0.21,0.148,1,0,2,0.744,0.16,0.666,3,2,6,1.382,0.194,0.189
php,rfc,5,bayesian,0.6,12345678,1,229.193,433.295,0.917,0.317,0.565,1,0,2,0.802,0.254,0.987,2,1,4,1.304,0.348,0.298
php,rfc,5,bayesian,0.6,23456789,2,190.839,190.839,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.339,0.308,0.308
php,rfc,5,bayesian,0.6,34567890,3,178.431,402.903,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.321,0.138,0.303
php,rfc,5,bayesian,0.6,45678901,4,139.004,356.155,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.354,0.217,0.085
php,rfc,5,bayesian,0.6,56789012,5,185.705,592.859,0.959,0.21,0.148,1,0,2,0.744,0.16,0.666,3,2,6,1.388,0.194,0.189
php,rfc,5,bayesian,0.7,12345678,1,233.01,444.686,0.917,0.317,0.565,1,0,2,0.802,0.254,0.987,2,1,4,1.304,0.348,0.298
php,rfc,5,bayesian,0.7,23456789,2,184.907,184.907,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.338,0.308,0.308
php,rfc,5,bayesian,0.7,34567890,3,182.316,414.156,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.317,0.138,0.303
php,rfc,5,bayesian,0.7,45678901,4,137.515,365.037,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.356,0.217,0.085
php,rfc,5,bayesian,0.7,56789012,5,192.664,839.536,0.959,0.21,0.148,1,0,2,0.737,0.174,0.753,4,3,8,1.382,0.194,0.206
php,rfc,5,bayesian,0.8,12345678,1,230.073,431.999,0.917,0.317,0.565,1,0,2,0.802,0.254,0.987,2,1,4,1.303,0.348,0.298
php,rfc,5,bayesian,0.8,23456789,2,180.629,180.629,0.813,0.263,0.982,1,0,2,0.813,0.263,0.982,1,0,2,1.336,0.308,0.308
php,rfc,5,bayesian,0.8,34567890,3,176.591,406.136,0.991,0.268,0.047,1,0,2,0.795,0.258,0.993,1,1,3,1.319,0.138,0.303
php,rfc,5,bayesian,0.8,45678901,4,137.013,349.367,0.947,0.221,0.204,1,0,2,0.003,0.069,1.0,2,1,4,1.357,0.217,0.085
php,rfc,5,bayesian,0.8,56789012,5,196.788,1090.959,0.959,0.21,0.148,1,0,2,0.73,0.18,0.811,5,4,10,1.381,0.194,0.213
php,rfc,5,induction,0.3,12345678,1,71.33,250.094,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.406,0.151,0.154
php,rfc,5,induction,0.3,23456789,2,67.935,424.653,0.987,0.255,0.067,0,0,1,0.943,0.233,0.256,0,2,3,1.45,0.163,0.237
php,rfc,5,induction,0.3,34567890,3,84.319,441.568,0.995,0.354,0.042,0,0,1,0.852,0.176,0.442,0,2,3,1.48,0.142,0.2
php,rfc,5,induction,0.3,45678901,4,73.052,324.482,0.932,0.23,0.273,0,0,1,0.909,0.213,0.333,0,1,2,1.369,0.237,0.23
php,rfc,5,induction,0.3,56789012,5,68.075,240.574,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,1,2,1.69,0.198,0.163
php,rfc,5,induction,0.4,12345678,1,72.85,245.034,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.53,0.151,0.154
php,rfc,5,induction,0.4,23456789,2,71.852,772.056,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.74,0.163,0.162
php,rfc,5,induction,0.4,34567890,3,75.211,439.975,0.995,0.354,0.042,0,0,1,0.852,0.176,0.442,0,2,3,1.542,0.142,0.2
php,rfc,5,induction,0.4,45678901,4,68.663,321.345,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.746,0.237,0.177
php,rfc,5,induction,0.4,56789012,5,77.101,241.494,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,1,2,1.408,0.198,0.163
php,rfc,5,induction,0.5,12345678,1,81.877,230.318,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.391,0.151,0.154
php,rfc,5,induction,0.5,23456789,2,68.12,780.502,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.732,0.163,0.162
php,rfc,5,induction,0.5,34567890,3,84.348,522.065,0.995,0.354,0.042,0,0,1,0.852,0.176,0.442,0,2,3,1.341,0.142,0.2
php,rfc,5,induction,0.5,45678901,4,65.683,336.762,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.382,0.237,0.177
php,rfc,5,induction,0.5,56789012,5,74.14,251.693,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,1,2,1.77,0.198,0.163
php,rfc,5,induction,0.6,12345678,1,81.501,248.937,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.697,0.151,0.154
php,rfc,5,induction,0.6,23456789,2,77.816,768.359,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.725,0.163,0.162
php,rfc,5,induction,0.6,34567890,3,74.482,634.733,0.995,0.354,0.042,0,0,1,0.851,0.177,0.444,0,3,4,1.394,0.142,0.201
php,rfc,5,induction,0.6,45678901,4,86.686,392.484,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.747,0.237,0.177
php,rfc,5,induction,0.6,56789012,5,70.988,237.026,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,1,2,1.531,0.198,0.163
php,rfc,5,induction,0.7,12345678,1,75.166,298.878,0.969,0.205,0.117,0,0,1,0.697,0.129,0.658,0,2,3,1.321,0.178,0.154
php,rfc,5,induction,0.7,23456789,2,66.301,775.147,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.738,0.163,0.162
php,rfc,5,induction,0.7,34567890,3,78.952,710.92,0.995,0.354,0.042,0,0,1,0.851,0.177,0.447,0,3,4,1.57,0.142,0.201
php,rfc,5,induction,0.7,45678901,4,76.924,451.57,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.724,0.237,0.177
php,rfc,5,induction,0.7,56789012,5,66.738,245.651,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,1,2,1.635,0.198,0.163
php,rfc,5,induction,0.8,12345678,1,91.436,351.095,0.969,0.205,0.117,0,0,1,0.697,0.129,0.658,0,2,3,1.397,0.178,0.154
php,rfc,5,induction,0.8,23456789,2,78.754,764.211,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.425,0.163,0.162
php,rfc,5,induction,0.8,34567890,3,78.049,1034.084,0.995,0.354,0.042,0,0,1,0.849,0.178,0.457,0,4,5,1.695,0.142,0.203
php,rfc,5,induction,0.8,45678901,4,83.416,456.675,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.722,0.237,0.177
php,rfc,5,induction,0.8,56789012,5,77.35,350.543,0.897,0.182,0.31,0,0,1,0.702,0.137,0.646,0,2,3,1.693,0.198,0.163
php,rfc,5,islearn,0.3,12345678,1,857.294,-1.0,0.959,0.334,0.301,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.346,0.327,-1.0
php,rfc,5,islearn,0.3,23456789,2,934.928,-1.0,0.957,0.354,0.35,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.727,0.353,-1.0
php,rfc,5,islearn,0.3,34567890,3,807.74,-1.0,0.958,0.348,0.309,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.692,0.339,-1.0
php,rfc,5,islearn,0.3,45678901,4,818.004,-1.0,0.95,0.339,0.343,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.749,0.34,-1.0
php,rfc,5,islearn,0.3,56789012,5,878.619,-1.0,0.957,0.361,0.329,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.774,0.354,-1.0
php,rfc,5,islearn,0.4,12345678,1,831.537,-1.0,0.921,0.269,0.425,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.672,0.29,-1.0
php,rfc,5,islearn,0.4,23456789,2,861.044,-1.0,0.946,0.338,0.407,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.435,0.35,-1.0
php,rfc,5,islearn,0.4,34567890,3,742.687,-1.0,0.936,0.309,0.4,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.692,0.324,-1.0
php,rfc,5,islearn,0.4,45678901,4,824.658,-1.0,0.943,0.355,0.427,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.765,0.367,-1.0
php,rfc,5,islearn,0.4,56789012,5,852.67,-1.0,0.942,0.365,0.45,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.399,0.379,-1.0
php,rfc,5,islearn,0.5,12345678,1,784.047,-1.0,0.894,0.25,0.516,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.669,0.279,-1.0
php,rfc,5,islearn,0.5,23456789,2,857.738,-1.0,0.927,0.319,0.503,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.382,0.344,-1.0
php,rfc,5,islearn,0.5,34567890,3,740.321,-1.0,0.919,0.32,0.531,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.689,0.348,-1.0
php,rfc,5,islearn,0.5,45678901,4,781.959,-1.0,0.932,0.354,0.501,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.736,0.376,-1.0
php,rfc,5,islearn,0.5,56789012,5,816.026,-1.0,0.931,0.353,0.511,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.426,0.376,-1.0
php,rfc,5,islearn,0.6,12345678,1,748.626,-1.0,0.857,0.247,0.687,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.669,0.283,-1.0
php,rfc,5,islearn,0.6,23456789,2,790.052,-1.0,0.892,0.276,0.606,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.375,0.31,-1.0
php,rfc,5,islearn,0.6,34567890,3,738.05,-1.0,0.875,0.258,0.61,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.45,0.292,-1.0
php,rfc,5,islearn,0.6,45678901,4,755.933,-1.0,0.892,0.301,0.626,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.41,0.336,-1.0
php,rfc,5,islearn,0.6,56789012,5,821.971,-1.0,0.894,0.312,0.654,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.42,0.348,-1.0
php,rfc,5,islearn,0.7,12345678,1,697.144,-1.0,0.85,0.26,0.772,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.678,0.3,-1.0
php,rfc,5,islearn,0.7,23456789,2,774.659,-1.0,0.858,0.257,0.72,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.734,0.295,-1.0
php,rfc,5,islearn,0.7,34567890,3,656.304,-1.0,0.848,0.248,0.701,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.542,0.285,-1.0
php,rfc,5,islearn,0.7,45678901,4,745.609,-1.0,0.859,0.281,0.743,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.565,0.321,-1.0
php,rfc,5,islearn,0.7,56789012,5,793.697,-1.0,0.865,0.287,0.741,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.442,0.327,-1.0
php,rfc,5,islearn,0.8,12345678,1,652.529,-1.0,0.821,0.238,0.819,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.683,0.277,-1.0
php,rfc,5,islearn,0.8,23456789,2,726.188,-1.0,0.842,0.264,0.832,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.38,0.306,-1.0
php,rfc,5,islearn,0.8,34567890,3,623.177,-1.0,0.827,0.271,0.899,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.697,0.315,-1.0
php,rfc,5,islearn,0.8,45678901,4,673.513,-1.0,0.846,0.278,0.801,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.426,0.32,-1.0
php,rfc,5,islearn,0.8,56789012,5,718.823,-1.0,0.84,0.27,0.806,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.762,0.311,-1.0
php,rfc,5,tree,0.3,12345678,1,1.553,1.553,0.916,0.316,0.567,1,0,2,0.916,0.316,0.567,1,0,2,1.324,0.347,0.347
php,rfc,5,tree,0.3,23456789,2,1.802,1.802,0.915,0.313,0.567,1,0,2,0.915,0.313,0.567,1,0,2,1.68,0.344,0.344
php,rfc,5,tree,0.3,34567890,3,1.668,1.681,0.98,0.41,0.198,1,0,2,0.902,0.328,0.664,2,1,4,1.44,0.338,0.365
php,rfc,5,tree,0.3,45678901,4,1.574,1.574,0.92,0.339,0.554,1,0,2,0.92,0.339,0.554,1,0,2,1.409,0.368,0.368
php,rfc,5,tree,0.3,56789012,5,1.791,1.791,0.921,0.344,0.564,1,0,2,0.921,0.344,0.564,1,0,2,1.484,0.373,0.373
php,rfc,5,tree,0.4,12345678,1,1.646,1.646,0.916,0.316,0.567,1,0,2,0.916,0.316,0.567,1,0,2,1.359,0.347,0.347
php,rfc,5,tree,0.4,23456789,2,1.603,1.603,0.915,0.313,0.567,1,0,2,0.915,0.313,0.567,1,0,2,1.422,0.344,0.344
php,rfc,5,tree,0.4,34567890,3,1.627,1.639,0.98,0.41,0.198,1,0,2,0.902,0.328,0.664,2,1,4,1.703,0.338,0.365
php,rfc,5,tree,0.4,45678901,4,1.588,1.588,0.92,0.339,0.554,1,0,2,0.92,0.339,0.554,1,0,2,1.404,0.368,0.368
php,rfc,5,tree,0.4,56789012,5,1.676,1.676,0.921,0.344,0.564,1,0,2,0.921,0.344,0.564,1,0,2,1.491,0.373,0.373
php,rfc,5,tree,0.5,12345678,1,1.796,1.796,0.916,0.316,0.567,1,0,2,0.916,0.316,0.567,1,0,2,1.543,0.347,0.347
php,rfc,5,tree,0.5,23456789,2,1.681,1.681,0.915,0.313,0.567,1,0,2,0.915,0.313,0.567,1,0,2,1.438,0.344,0.344
php,rfc,5,tree,0.5,34567890,3,1.475,1.488,0.98,0.41,0.198,1,0,2,0.902,0.328,0.664,2,1,4,1.349,0.338,0.365
php,rfc,5,tree,0.5,45678901,4,1.564,1.564,0.92,0.339,0.554,1,0,2,0.92,0.339,0.554,1,0,2,1.405,0.368,0.368
php,rfc,5,tree,0.5,56789012,5,1.756,1.756,0.921,0.344,0.564,1,0,2,0.921,0.344,0.564,1,0,2,1.813,0.373,0.373
php,rfc,5,tree,0.6,12345678,1,1.527,1.539,0.916,0.316,0.567,1,0,2,0.903,0.323,0.674,2,1,4,1.398,0.347,0.361
php,rfc,5,tree,0.6,23456789,2,1.619,1.631,0.915,0.313,0.567,1,0,2,0.909,0.323,0.64,2,1,4,1.48,0.344,0.359
php,rfc,5,tree,0.6,34567890,3,1.499,1.512,0.98,0.41,0.198,1,0,2,0.902,0.328,0.664,2,1,4,1.412,0.338,0.365
php,rfc,5,tree,0.6,45678901,4,1.655,1.666,0.92,0.339,0.554,1,0,2,0.907,0.342,0.652,2,1,4,1.526,0.368,0.378
php,rfc,5,tree,0.6,56789012,5,1.682,1.694,0.921,0.344,0.564,1,0,2,0.913,0.357,0.654,2,1,4,1.486,0.373,0.393
php,rfc,5,tree,0.7,12345678,1,1.59,1.62,0.916,0.316,0.567,1,0,2,0.879,0.306,0.785,3,2,6,1.325,0.347,0.349
php,rfc,5,tree,0.7,23456789,2,1.552,1.578,0.915,0.313,0.567,1,0,2,0.812,0.262,0.979,3,2,6,1.422,0.344,0.307
php,rfc,5,tree,0.7,34567890,3,1.551,1.581,0.98,0.41,0.198,1,0,2,0.878,0.318,0.793,3,2,6,1.455,0.338,0.361
php,rfc,5,tree,0.7,45678901,4,1.608,1.636,0.92,0.339,0.554,1,0,2,0.881,0.331,0.796,3,2,6,1.38,0.368,0.375
php,rfc,5,tree,0.7,56789012,5,1.658,1.688,0.921,0.344,0.564,1,0,2,0.868,0.33,0.884,3,2,6,1.446,0.373,0.377
php,rfc,5,tree,0.8,12345678,1,1.652,1.702,0.916,0.316,0.567,1,0,2,0.808,0.26,0.987,4,3,8,1.383,0.347,0.305
php,rfc,5,tree,0.8,23456789,2,1.776,1.808,0.915,0.313,0.567,1,0,2,0.812,0.262,0.979,3,2,6,1.53,0.344,0.307
php,rfc,5,tree,0.8,34567890,3,1.557,1.609,0.98,0.41,0.198,1,0,2,0.877,0.321,0.805,4,3,8,1.503,0.338,0.365
php,rfc,5,tree,0.8,45678901,4,1.648,1.693,0.92,0.339,0.554,1,0,2,0.832,0.298,0.964,4,3,8,1.456,0.368,0.346
php,rfc,5,tree,0.8,56789012,5,1.61,1.64,0.921,0.344,0.564,1,0,2,0.868,0.33,0.884,3,2,6,1.479,0.373,0.377
php,rfc,6,bayesian,0.6,12345678,1,192.269,382.941,0.917,0.317,0.565,1,0,2,0.803,0.254,0.984,2,1,4,1.307,0.348,0.298
php,rfc,6,bayesian,0.6,23456789,2,188.325,188.326,0.812,0.264,0.992,1,0,2,0.812,0.264,0.992,1,0,2,1.335,0.309,0.309
php,rfc,6,bayesian,0.6,34567890,3,167.975,167.976,0.798,0.261,0.993,0,0,1,0.798,0.261,0.993,0,0,1,1.319,0.306,0.306
php,rfc,6,bayesian,0.6,45678901,4,140.532,340.66,0.947,0.219,0.201,1,0,2,0.019,0.07,0.993,2,1,4,1.358,0.215,0.086
php,rfc,6,bayesian,0.6,56789012,5,226.5,1651.988,0.97,0.185,0.092,1,0,2,0.697,0.193,0.988,8,7,16,1.386,0.154,0.23
php,rfc,6,induction,0.6,12345678,1,81.087,278.371,0.713,0.127,0.614,0,0,1,0.697,0.129,0.658,0,1,2,1.688,0.151,0.154
php,rfc,6,induction,0.6,23456789,2,75.013,891.394,0.987,0.255,0.067,0,0,1,0.71,0.136,0.668,0,4,5,1.518,0.163,0.162
php,rfc,6,induction,0.6,34567890,3,86.542,803.938,0.995,0.354,0.042,0,0,1,0.851,0.177,0.444,0,3,4,1.709,0.142,0.201
php,rfc,6,induction,0.6,45678901,4,75.471,409.675,0.932,0.23,0.273,0,0,1,0.725,0.15,0.655,0,2,3,1.733,0.237,0.177
php,rfc,6,induction,0.6,56789012,5,90.558,384.047,0.925,0.192,0.245,0,0,1,0.711,0.136,0.62,0,1,2,1.812,0.201,0.161
php,rfc,6,islearn,0.6,12345678,1,1132.781,-1.0,0.887,0.291,0.679,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.704,0.329,-1.0
php,rfc,6,islearn,0.6,23456789,2,1115.863,-1.0,0.892,0.287,0.64,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.745,0.323,-1.0
php,rfc,6,islearn,0.6,34567890,3,1009.565,-1.0,0.875,0.258,0.61,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.641,0.292,-1.0
php,rfc,6,islearn,0.6,45678901,4,1087.855,-1.0,0.893,0.318,0.671,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.733,0.355,-1.0
php,rfc,6,islearn,0.6,56789012,5,1179.276,-1.0,0.894,0.312,0.654,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.636,0.348,-1.0
php,rfc,6,tree,0.6,12345678,1,1.542,1.555,0.916,0.316,0.567,1,0,2,0.862,0.298,0.86,2,1,4,1.442,0.347,0.343
php,rfc,6,tree,0.6,23456789,2,1.707,1.721,0.915,0.313,0.567,1,0,2,0.909,0.323,0.64,2,1,4,1.388,0.344,0.359
php,rfc,6,tree,0.6,34567890,3,1.607,1.621,0.98,0.41,0.198,1,0,2,0.902,0.328,0.664,2,1,4,1.699,0.338,0.365
php,rfc,6,tree,0.6,45678901,4,1.647,1.659,0.92,0.339,0.554,1,0,2,0.868,0.325,0.854,2,1,4,1.679,0.368,0.371
php,rfc,6,tree,0.6,56789012,5,1.743,1.757,0.921,0.344,0.564,1,0,2,0.913,0.357,0.654,2,1,4,1.712,0.373,0.393
python,rfc,0,bayesian,0.3,12345678,1,194.216,361.365,0.937,0.083,0.093,1,0,2,0.754,0.198,0.994,2,2,5,-1.0,0.085,0.236
python,rfc,0,bayesian,0.3,23456789,2,216.265,882.33,0.991,0.239,0.045,1,0,2,0.884,0.167,0.364,4,3,8,-1.0,0.128,0.187
python,rfc,0,bayesian,0.3,34567890,3,220.406,411.185,0.995,0.25,0.027,1,0,2,0.805,0.249,0.992,2,1,4,-1.0,0.094,0.293
python,rfc,0,bayesian,0.3,45678901,4,188.997,392.12,0.99,0.138,0.026,1,0,2,0.79,0.226,0.994,2,1,4,-1.0,0.074,0.267
python,rfc,0,bayesian,0.3,56789012,5,177.701,177.702,0.802,0.241,0.992,1,0,2,0.802,0.241,0.992,1,0,2,-1.0,0.284,0.284
python,rfc,0,bayesian,0.4,12345678,1,189.748,353.32,0.937,0.083,0.093,1,0,2,0.754,0.198,0.994,2,2,5,-1.0,0.085,0.236
